day,month,year,mintp,mxntp,p,evp
26,4,1987,10.1,22.2,0,3.8
27,4,1987,9.4,22.7,0,4
28,4,1987,11,19.4,0,3.3
29,4,1987,9,20.8,0,4.1
30,4,1987,11.9,21.7,0,3.9
1,5,1987,12.8,22.4,0,4
2,5,1987,11.4,22.8,0,4
3,5,1987,10.4,22.2,0,3.9
4,5,1987,11.8,18.6,0,3.5
5,5,1987,9,18.2,2.2,3.7
6,5,1987,7,17.5,2,3.6
7,5,1987,10,19,1.7,3.6
8,5,1987,8.6,20.4,0,4
9,5,1987,8.9,27,0,5.6
10,5,1987,6.8,26,1.2,5.1
11,5,1987,15,31.2,0,6.4
12,5,1987,14,23.8,0,4.6
13,5,1987,11.7,29.6,0,5.9
14,5,1987,12,23,8,4.2
15,5,1987,11.4,20.4,0,3.9
16,5,1987,10.2,26.7,0,5.3
17,5,1987,15.7,26,0,5.2
18,5,1987,14,21.1,0,3.4
19,5,1987,12.1,23,0,4.3
20,5,1987,14.2,24.5,0,4.8
21,5,1987,13.5,22.7,0,4.7
22,5,1987,12,24,0,5
23,5,1987,13.7,26.5,0,5.1
24,5,1987,16.5,23.1,0,3.7
25,5,1987,13.6,23.4,0,4.2
26,5,1987,12.1,24.8,0,4.6
27,5,1987,11.1,27,0,5.3
28,5,1987,15,19.1,4,2.4
29,5,1987,14,23.7,2.9,4.5
30,5,1987,15.3,23.2,0,4.4
31,5,1987,15.4,26.1,0,5.3
1,6,1987,13.9,28,0,6.1
2,6,1987,13.5,25.6,0,5.2
3,6,1987,10.9,29.8,0,6
4,6,1987,13,30.8,0,6.1
5,6,1987,17,29.3,0,6.1
6,6,1987,14.6,29.8,0,6.3
7,6,1987,16.5,36,0,7.5
8,6,1987,19.6,34.9,0,7.4
9,6,1987,18,26.9,0,4.7
10,6,1987,15,28.4,0,5.6
11,6,1987,19.4,34.7,0,7.2
12,6,1987,19,31.9,0,6.4
13,6,1987,18.3,36.7,0,7.4
14,6,1987,19,28,0,4.7
15,6,1987,19.3,31.7,0,6.5
16,6,1987,17.9,26.4,0,5.4
17,6,1987,16.8,26.7,0,5.5
18,6,1987,15,27.6,0,5.9
19,6,1987,15.4,28.2,0,5.6
20,6,1987,17.7,31.6,0,6.5
21,6,1987,17.4,27.6,0,5.7
22,6,1987,15.2,28,0,5.8
23,6,1987,15.9,29,0,5.9
24,6,1987,13.6,25.3,0,4.7
25,6,1987,14.5,28.8,0,5.6
26,6,1987,19.7,30.1,0,5.4
27,6,1987,19.5,30.7,0,6.1
28,6,1987,18.6,27.7,0,5.1
29,6,1987,17,28.1,0,5.2
30,6,1987,17.6,29.5,0,5.8
1,7,1987,18.6,30.9,0,6.2
2,7,1987,18,33.8,0,7.1
3,7,1987,19.1,33.5,0,6.8
4,7,1987,18.4,34,0,6.9
5,7,1987,19.4,30.8,0,5.5
6,7,1987,19,33.2,0,6.5
7,7,1987,20.9,32.1,0,5.9
8,7,1987,22.5,34,0,6.4
9,7,1987,23,32.8,0,5.9
10,7,1987,19.8,31.2,0,5.6
11,7,1987,18.5,32,0,6.2
12,7,1987,21.8,32.6,0,6.2
13,7,1987,21.1,33,0,6.3
14,7,1987,22.8,33.2,0,6.1
15,7,1987,21.5,34.6,0,6.8
16,7,1987,22,35.5,0,7.2
17,7,1987,19.5,34.4,0,6.8
18,7,1987,20,37.2,0,7.3
19,7,1987,25.1,44.6,0,9.2
20,7,1987,22.6,33,0,5.8
21,7,1987,21.4,32,0,5.3
22,7,1987,21.8,33.3,0,5.7
23,7,1987,23.5,42.7,0,8.5
24,7,1987,24.6,33.2,0,5.5
25,7,1987,21.5,42.7,0,8.3
26,7,1987,24,34.3,0,6.3
27,7,1987,22.4,30.7,0,5.6
28,7,1987,20.5,30.5,0,5.7
29,7,1987,19.4,31,0,5.7
30,7,1987,22.8,36,0,6.6
31,7,1987,21,29.8,6.2,5
1,8,1987,19.3,30,0,5.4
2,8,1987,19.2,31.6,0,5.8
3,8,1987,19.1,30.3,0,5.3
4,8,1987,19,33.3,0,6.2
5,8,1987,19.1,34.8,0,6.8
6,8,1987,20,33.1,0,6.2
7,8,1987,21.6,34.3,0,6.1
8,8,1987,21.4,32,0,5.3
9,8,1987,20.2,43.8,0,8.3
10,8,1987,23.4,37.2,0,6.7
11,8,1987,23.2,40.3,0,7.5
12,8,1987,23,44,0,8.5
13,8,1987,23.8,37.2,0,6.9
14,8,1987,20.2,34.5,0,6.2
15,8,1987,21.5,40.3,0,7.6
16,8,1987,21.2,41.2,0,7.9
17,8,1987,23,35,0,5.9
18,8,1987,23.8,35,0,6.1
19,8,1987,22.6,33,0,5.6
20,8,1987,21.5,31.5,0,5
21,8,1987,21,32.8,0,5.3
22,8,1987,19.2,34.6,0,6.2
23,8,1987,22.8,36,0,6.2
24,8,1987,25,37.6,0,6.5
25,8,1987,23.8,31.3,0,4.8
26,8,1987,21,30.6,0,4.7
27,8,1987,24.6,34.6,0,5.4
28,8,1987,24.8,34,0,5.2
29,8,1987,23.5,30.7,0,4
30,8,1987,22.1,33.4,0,5.2
31,8,1987,24.7,34.1,0,5.1
1,9,1987,25,38.2,0,6.5
2,9,1987,23,30.1,0,3.8
3,9,1987,23,31.2,0,4.2
4,9,1987,21.5,31.8,0,4.7
5,9,1987,20.5,32,0,4.8
6,9,1987,21.4,32,0,5.1
7,9,1987,21.5,31,0,5.1
8,9,1987,21,30,0,4.4
9,9,1987,20,33.1,0,5.3
10,9,1987,17.1,36.5,0,6.1
11,9,1987,17.5,36.5,0,5.8
12,9,1987,19,31.3,0,4.5
13,9,1987,19.5,29.5,0,4
14,9,1987,19.2,29.6,0,3.9
15,9,1987,19.6,30,0,3.9
16,9,1987,17,30.5,0,4.1
17,9,1987,20.5,30.5,0,3.9
18,9,1987,19.1,33.5,0,4.8
19,9,1987,18.5,34.4,0,5.4
20,9,1987,17.2,35.8,0,5.7
21,9,1987,19,33.7,0,5.2
22,9,1987,16.7,33,0,4.8
23,9,1987,16.8,37,0,5.5
24,9,1987,20,34.7,0,5.4
25,9,1987,18.4,34.7,0,5.2
26,9,1987,22,40.2,0,6.4
27,9,1987,24.7,41,0,6.6
28,9,1987,22,34.7,0,5.2
29,9,1987,21.4,31.1,0,3.9
30,9,1987,19.1,27.5,31.7,3
1,10,1987,18,26.8,0,3.1
2,10,1987,17,26.5,0,3.3
3,10,1987,17,28,0,3
4,10,1987,21.3,29.1,0,3.3
5,10,1987,23,31.7,0,3.7
6,10,1987,21.8,29.6,0,3.4
7,10,1987,18,22.3,3.8,1.9
8,10,1987,16.7,28.7,1,3.7
9,10,1987,18.8,27.8,0,3.3
10,10,1987,19.8,30.5,0,3.6
11,10,1987,17,24.1,0,2.7
12,10,1987,14.3,24.2,0,3.2
13,10,1987,15.5,24.6,0.3,2.9
14,10,1987,15.5,27.4,0,3.3
15,10,1987,15.7,30,0,3.9
16,10,1987,15.6,32,0,4.2
17,10,1987,17.1,30,0,3.7
18,10,1987,16,26.6,0,3.1
19,10,1987,12.4,25.9,0,2.6
20,10,1987,15.6,28.4,0,2.7
21,10,1987,16.4,28,0,2.7
22,10,1987,17.6,32.5,0,3.8
23,10,1987,18.9,34.1,0,4.6
24,10,1987,14.7,30,0,3.3
25,10,1987,18,31.8,0,3.5
26,10,1987,19,32,0,3.5
27,10,1987,19.3,31.5,0,3.6
28,10,1987,20.6,30.5,0,3.3
29,10,1987,17.3,31.1,0,3.5
30,10,1987,15.6,27,0,2.6
31,10,1987,14.7,25,0,2.3
1,11,1987,13.3,26.8,0,2.7
2,11,1987,13.9,26.5,0,2.7
3,11,1987,14.5,26,0,2.7
4,11,1987,16.2,21.9,6.8,1.8
5,11,1987,13.8,21,0,2
6,11,1987,12.8,21.4,0,2
7,11,1987,11.4,22,0,2
8,11,1987,11,26,0,2.7
9,11,1987,14,25,0,2.7
10,11,1987,11.2,24,4,2.2
11,11,1987,13,25,0,2.4
12,11,1987,14,22.6,0,2.2
13,11,1987,11.2,25,0,2.6
14,11,1987,10.8,19.1,0,2
15,11,1987,13,19.2,0,1.9
16,11,1987,10.6,19.2,0,1.8
17,11,1987,10,21.7,0,1.9
18,11,1987,15,20.6,0,2
19,11,1987,10.8,20.4,0,2
20,11,1987,9.1,19.2,0,1.6
21,11,1987,10.9,17.8,2.2,1.7
22,11,1987,8.5,17,3.2,1.6
23,11,1987,10,20,0,2.2
24,11,1987,9,21.3,0,2.5
25,11,1987,7.6,19.9,0,2.4
26,11,1987,5.2,17.3,0,1.7
27,11,1987,9,18,0,1.8
28,11,1987,6,16,5.4,1.4
29,11,1987,8.1,16.2,1,1.4
30,11,1987,5.7,16,0,1.4
1,12,1987,7.6,16.6,0,1.5
2,12,1987,4.9,17.1,0,1.6
3,12,1987,7,19.9,0,2
4,12,1987,11.6,22,0.6,2.2
5,12,1987,13,19.4,0,1.3
6,12,1987,10,17.4,0,1
7,12,1987,10.2,18.1,0.3,1
8,12,1987,12.2,22.3,0,1.9
9,12,1987,12,20,0,1.7
10,12,1987,10.6,16.1,0.8,1.3
11,12,1987,11,15,0.3,0.8
12,12,1987,9.6,16,0,0.8
13,12,1987,8.8,24,0,2
14,12,1987,13,21.4,1.6,1.9
15,12,1987,12.3,19,0,1.4
16,12,1987,12,20.5,0,1.3
17,12,1987,14,23,0,1.7
18,12,1987,12,22,0,1.7
19,12,1987,11,21,0,1.6
20,12,1987,11,20.5,0,1.6
21,12,1987,9.6,19.6,0,1.4
22,12,1987,8.8,19.8,0,1.4
23,12,1987,6.4,16.6,0,0.8
24,12,1987,12.5,17.6,0,1
25,12,1987,2.4,15.4,0,0.7
26,12,1987,7,16.7,0,1.1
27,12,1987,5.9,18,0,1.3
28,12,1987,6.5,17.8,0,1.3
29,12,1987,7,18,0,1.3
30,12,1987,8,17.6,0,1.3
31,12,1987,6.7,17.3,0,1.4
1,1,1988,5.3,18,0,1.5
2,1,1988,6.8,18.2,0,1.5
3,1,1988,7.5,16,9.8,1.4
4,1,1988,8.7,16.6,0,1.5
5,1,1988,9.3,20,0,1.7
6,1,1988,6.5,23,0,2.2
7,1,1988,7.1,18.3,3,1.5
8,1,1988,7,15,3.7,1.5
9,1,1988,7.5,15.1,5.2,1.4
10,1,1988,8.2,14.5,0,1.5
11,1,1988,6,19,0,1.8
12,1,1988,4.6,14,0,1.3
13,1,1988,7,18.1,0,1.6
14,1,1988,4.2,18.2,0,1.4
15,1,1988,10,21.2,0,2.2
16,1,1988,6,19.5,0,1.4
17,1,1988,12.6,19.4,0,1.7
18,1,1988,11,17.2,0.2,1.1
19,1,1988,7.3,17.7,3.8,1.5
20,1,1988,8,19.1,9.3,2.1
21,1,1988,9,16,1.2,1.3
22,1,1988,6.8,14.3,0,1.4
23,1,1988,9.8,15.2,0,1.7
24,1,1988,8,17.5,0,1.6
25,1,1988,8.8,20,0,1.9
26,1,1988,9.3,22.4,0,2.2
27,1,1988,6.5,23.7,0,2.3
28,1,1988,8.6,21.5,0,2.2
29,1,1988,9.8,24,0,2.8
30,1,1988,10,18.2,3,2
31,1,1988,9,17,0.6,1.9
1,2,1988,7.9,18,0,1.6
2,2,1988,9,18,0,1.7
3,2,1988,10.5,15.2,0,1.3
4,2,1988,10,19.5,0,1.9
5,2,1988,9.8,18.6,0,2
6,2,1988,7.8,22.3,0,2.5
7,2,1988,8.2,18.9,0,1.9
8,2,1988,8,16.6,0,1.9
9,2,1988,6.3,19.2,0,2.2
10,2,1988,11,19,0,1.9
11,2,1988,9,18.3,0,2.1
12,2,1988,9,20.1,0,2.6
13,2,1988,8.2,15,2.8,2.3
14,2,1988,8.8,16.6,0,2.2
15,2,1988,6,16.8,0,2.1
16,2,1988,3.6,17,0,1.9
17,2,1988,4,19.1,0,2.4
18,2,1988,9,20,0,2.5
19,2,1988,7,14.8,0.3,1.8
20,2,1988,7,16.1,0,1.8
21,2,1988,2.6,16.5,0,2
22,2,1988,4.8,16.9,0,2.2
23,2,1988,4.7,20.6,0.4,2.4
24,2,1988,9.3,19.6,14.5,2.5
25,2,1988,4.8,11.1,21.2,1.4
26,2,1988,3,8.2,0.8,1.2
27,2,1988,3.2,16.8,0,2.5
28,2,1988,3.4,14.2,0,2.1
29,2,1988,4,16,1,2.6
1,3,1988,5.3,14.2,0,2.2
2,3,1988,4.5,13.5,0,2.1
3,3,1988,4,14.4,0,2.2
4,3,1988,7.9,19,0.3,2.7
5,3,1988,7.7,20,2.8,2.7
6,3,1988,8,12,15.5,1.5
7,3,1988,8.6,15.2,7.8,2
8,3,1988,8,15.2,1.4,2.5
9,3,1988,7,15.2,0,2.6
10,3,1988,3.2,14.4,2,2.6
11,3,1988,5.7,14.2,2.2,2.2
12,3,1988,5.4,17.4,0,2.7
13,3,1988,6,21.6,0,3.6
14,3,1988,5.2,24.5,0,3.9
15,3,1988,12.5,20,0,2.7
16,3,1988,10,21.6,6.8,3.2
17,3,1988,12.8,20.5,0,3
18,3,1988,13.4,22,0,3.3
19,3,1988,12,19.5,0,2.7
20,3,1988,10,19.5,0,2.6
21,3,1988,9.5,25.7,0,4
22,3,1988,13,22.5,0,3.4
23,3,1988,11.7,19,0,3.1
24,3,1988,13,21.6,0,3.7
25,3,1988,12.6,25,0,4.3
26,3,1988,14,27.5,0,4.7
27,3,1988,12,21.6,0,3.8
28,3,1988,10.7,18.9,0,3.6
29,3,1988,7.6,19.6,0,3.4
30,3,1988,10.5,26,0,4.7
31,3,1988,8.6,21.2,0,3.9
1,4,1988,9.6,20.7,0,3.9
2,4,1988,4.6,23.5,0,3.9
3,4,1988,14.9,18,0,2.4
4,4,1988,13,20.2,0,3
5,4,1988,9.4,20.4,0.2,3.1
6,4,1988,10.7,21.4,9.3,3.6
7,4,1988,8.9,22.2,0,3.8
8,4,1988,8.3,23.5,0,4.1
9,4,1988,9.8,28.5,0,5.1
10,4,1988,10.8,26.6,0,5
11,4,1988,9.7,25.3,0,4.8
12,4,1988,8.4,30.5,0,5.6
13,4,1988,13,25.2,0,4.5
14,4,1988,13,22.2,0,3.9
15,4,1988,10.2,21.2,0,3.9
16,4,1988,8.8,22,0,4.1
17,4,1988,14,23.2,0,3.9
18,4,1988,11.8,23.6,0,4.2
19,4,1988,11.2,28.2,1,5.2
20,4,1988,13.1,24.2,0,4.1
21,4,1988,12,22.4,0,4
22,4,1988,9,23,0,4
23,4,1988,11.7,23.8,1.5,4.2
24,4,1988,11,22.8,0,4.1
25,4,1988,9.4,23.2,0,4.5
26,4,1988,7.9,22.4,0,4.2
27,4,1988,13,19.6,8.2,3
28,4,1988,10.8,22.1,0.2,4.3
29,4,1988,12.7,23.1,0,4.6
30,4,1988,11.9,22.5,0,4.4
1,5,1988,10.5,21.8,0,4.3
2,5,1988,14.6,28.2,0,5.5
3,5,1988,13.3,24.1,0,4.1
4,5,1988,13.5,33.7,0,6.6
5,5,1988,17.5,38.5,0,7.7
6,5,1988,16.3,39,0,7.8
7,5,1988,19.7,31.6,0,6.1
8,5,1988,18.2,28,0,5.3
9,5,1988,15.4,29.2,0,6
10,5,1988,14.9,26.5,0,5.1
11,5,1988,18.2,26.8,0,4.8
12,5,1988,16,27,0,5.3
13,5,1988,13.7,23.3,0,4.1
14,5,1988,13.8,26.7,0.7,5.4
15,5,1988,15,25.4,0,4.8
16,5,1988,11.9,26,0,4.9
17,5,1988,13.7,26.4,7.7,5.1
18,5,1988,14.4,31,0,6.3
19,5,1988,18.3,27,0,4.9
20,5,1988,16.6,26.2,0,4.9
21,5,1988,14.5,24,0,4.6
22,5,1988,14.4,26.5,0,5.2
23,5,1988,17.9,25.4,0,4.4
24,5,1988,17,22.2,0,3.4
25,5,1988,14.8,25.1,0,4.8
26,5,1988,15,27.4,0,5.5
27,5,1988,14.1,26.3,0,5.1
28,5,1988,16.8,29.4,0,5.9
29,5,1988,18,31,0,6.2
30,5,1988,17.8,28.2,0,5.3
31,5,1988,19,29.9,0.4,5.6
1,6,1988,19,28.6,0,5.6
2,6,1988,16.8,28.3,0,5.7
3,6,1988,14.6,29.5,0,5.9
4,6,1988,21,27.6,0.1,4.8
5,6,1988,17,26.3,0,5
6,6,1988,15,26.5,0,5.5
7,6,1988,14.1,24.2,1.3,4.6
8,6,1988,17,19,11.8,1.9
9,6,1988,16,24.8,0,4.4
10,6,1988,14.7,30,0,6.1
11,6,1988,17.8,29,0,5.4
12,6,1988,19.8,29.5,0,5.7
13,6,1988,17.7,31.6,0,6.5
14,6,1988,21,32,0,6.2
15,6,1988,20,29,0,5.5
16,6,1988,20,39.4,0,8.2
17,6,1988,16.6,27.1,1.5,4.9
18,6,1988,19.4,24,0,3.5
19,6,1988,18.6,28,0,5.4
20,6,1988,17.5,28.2,0,5.4
21,6,1988,20.5,29.1,0,5.6
22,6,1988,17.8,30.2,0,6
23,6,1988,20.7,33.3,0,7
24,6,1988,23.6,31.1,0,5.8
25,6,1988,21.4,30.7,0,5.8
26,6,1988,20,31,0,6
27,6,1988,19.1,29.3,4.3,5.3
28,6,1988,18.8,29,0,5.3
29,6,1988,17.9,28.5,0,5.2
30,6,1988,18.2,33.5,0,6.9
1,7,1988,22.8,32.9,0,6.1
2,7,1988,18.3,33,0,6.7
3,7,1988,20.6,33.3,0,6.9
4,7,1988,23,40.4,0,8.5
5,7,1988,24,37.4,0,7.6
6,7,1988,23,32,0,5.8
7,7,1988,21,33.6,0,6.5
8,7,1988,21.2,33.5,0,6.5
9,7,1988,20.5,33.4,0,6.7
10,7,1988,21.8,32.7,0,6.4
11,7,1988,20.2,34.9,0,7.1
12,7,1988,19.4,33.3,0,6.6
13,7,1988,19,39,0,8
14,7,1988,25,37,0,7.5
15,7,1988,22.6,32.2,0,6.2
16,7,1988,21.6,30.3,0,5.7
17,7,1988,19.2,30.1,0,5.9
18,7,1988,18.2,32.1,0,6.4
19,7,1988,18.3,33.8,0,7
20,7,1988,18.2,35.4,0,7
21,7,1988,22.7,30.5,1.4,5
22,7,1988,23,30.1,0,4.5
23,7,1988,21,31.5,0,5.3
24,7,1988,20.1,34.2,0,6.5
25,7,1988,20.8,34.1,0,6.4
26,7,1988,21,35.6,0,7.3
27,7,1988,18.6,35.9,0,7.2
28,7,1988,21.8,37.5,0,7.5
29,7,1988,22.8,34.7,0,6.6
30,7,1988,21,37.3,0,7.4
31,7,1988,21.9,34,0,6.2
1,8,1988,21.4,34,0,6.1
2,8,1988,18.6,35,0,6.6
3,8,1988,22,43.5,0,8.5
4,8,1988,23,34.6,0,6.6
5,8,1988,21.1,33.5,0,6.4
6,8,1988,20.5,32.6,0,6
7,8,1988,20.3,34,0,6.2
8,8,1988,20.4,33.2,0,5.9
9,8,1988,21.5,33,0,5.9
10,8,1988,21.3,32.1,0,5.4
11,8,1988,19.7,37.3,0,7.1
12,8,1988,20.4,38,0,7
13,8,1988,23.8,36.7,0,6.2
14,8,1988,25.8,38.3,0,6.9
15,8,1988,24.9,37.7,0,6.9
16,8,1988,23.4,32.4,0,4.9
17,8,1988,21,35.3,0,6.1
18,8,1988,22,35.2,0,6.2
19,8,1988,22.4,33.5,0,5.5
20,8,1988,20.8,34.7,0,6
21,8,1988,25,36.1,0,6
22,8,1988,22,32.8,0,5.7
23,8,1988,19.2,30,0,5.3
24,8,1988,19,29.5,0,5
25,8,1988,18.2,30,0,5
26,8,1988,18.9,31.6,0,5.4
27,8,1988,20,31.7,0,5.4
28,8,1988,18.7,31.1,0,5
29,8,1988,19.6,37.3,0,6.4
30,8,1988,19.6,32.8,0,5
31,8,1988,22.6,39,0,6.8
1,9,1988,21.9,44.4,0,8
2,9,1988,24,39.5,0,7.1
3,9,1988,20.5,30.5,0,4.9
4,9,1988,19.9,31.6,0,4.9
5,9,1988,19.8,30.8,0,4.5
6,9,1988,19,35.1,0,5.9
7,9,1988,22.1,33.8,0,5.2
8,9,1988,22,30.2,0,4.3
9,9,1988,18.4,28.3,0,4.3
10,9,1988,16.8,29.1,1.8,4.5
11,9,1988,20.4,31.1,27,4.3
12,9,1988,21,32.5,0,4.8
13,9,1988,19.9,29.3,3.8,3.9
14,9,1988,21.2,38,0.6,6.1
15,9,1988,19,27.2,1.4,4.1
16,9,1988,16,23.2,0,3
17,9,1988,14.5,26.3,0.5,4.1
18,9,1988,15,24.3,0,3.8
19,9,1988,15,29.2,0,4.8
20,9,1988,13.8,25.5,0,3.8
21,9,1988,16,25.6,0,3.5
22,9,1988,16,28.2,0,4
23,9,1988,14,28.1,0,3.9
24,9,1988,15,29.2,0,4.3
25,9,1988,16.2,28.8,0,4.1
26,9,1988,16.6,28,0,3.9
27,9,1988,16.6,26,0,3.2
28,9,1988,17.3,26.8,0,3.3
29,9,1988,14.8,30.4,0,4.2
30,9,1988,21.1,31.5,0,4.3
1,10,1988,20,30.1,0,3.8
2,10,1988,20,28.5,0,3.4
3,10,1988,17.1,29.3,0,3.6
4,10,1988,18,29.8,0,3.7
5,10,1988,18.5,32.1,0,4.5
6,10,1988,15.9,30.3,0,3.7
7,10,1988,17.6,34.8,0,4.7
8,10,1988,17,30.4,0,3.9
9,10,1988,17.6,27,0,3
10,10,1988,16.9,31.6,0,3.7
11,10,1988,17,34.3,13,4.3
12,10,1988,19,29.4,0,3.2
13,10,1988,22,29.5,0,3
14,10,1988,21,29.3,0,2.8
15,10,1988,20.3,28.8,0,2.7
16,10,1988,21.7,31.3,0,3.3
17,10,1988,15.3,29.3,0,2.9
18,10,1988,21.8,29.8,0,3.4
19,10,1988,17,27,9,2.8
20,10,1988,16.6,26.3,0,2.7
21,10,1988,15,23,3.8,2.6
22,10,1988,15,22.5,0,2.5
23,10,1988,13,24.6,0,2.7
24,10,1988,14.4,24.8,0,2.8
25,10,1988,15,25.4,0,2.7
26,10,1988,14,24.6,0,2.4
27,10,1988,13,25.9,0,2.7
28,10,1988,13.4,27.4,0,2.9
29,10,1988,13.4,24.9,0,2.3
30,10,1988,12.4,28.1,0,3.2
31,10,1988,17,25.8,0,2.6
1,11,1988,14.6,22,1,1.8
2,11,1988,12,26,0,2.5
3,11,1988,13.7,25.3,0,2.4
4,11,1988,14.5,24,0,1.9
5,11,1988,17,19.3,0,1.5
6,11,1988,2,18,0,1.3
7,11,1988,14.7,23.3,0,2
8,11,1988,14.3,25,0,2.1
9,11,1988,16.8,25.8,0,2.3
10,11,1988,13.5,23.6,0,1.6
11,11,1988,14.5,25,0.3,1.8
12,11,1988,18.4,24.3,1.2,2
13,11,1988,17,23.1,0,1.9
14,11,1988,13.6,22.8,1.7,1.7
15,11,1988,14,22.1,0,1.8
16,11,1988,13.9,19.6,0,2
17,11,1988,10.6,19,0,1.8
18,11,1988,11,20.5,0,2.1
19,11,1988,10,20.5,2.8,1.9
20,11,1988,12,21.5,0,2
21,11,1988,10.5,22.4,3.8,2.4
22,11,1988,9.7,18,1.2,1.6
23,11,1988,9,14.7,1.3,1.3
24,11,1988,7,14.5,0,1.5
25,11,1988,6,14.2,0,1.5
26,11,1988,6,16.4,0,1.6
27,11,1988,6.4,17,0,1.5
28,11,1988,8.4,17.9,0,1.5
29,11,1988,11.2,18.2,0,1.6
30,11,1988,9,20.5,0,1.7
1,12,1988,12.6,17.9,0,1.2
2,12,1988,11.4,18.7,0,1.8
3,12,1988,10.4,20.8,1.5,2.1
4,12,1988,10.8,19,0,1.7
5,12,1988,14,19.2,0,1.7
6,12,1988,9.1,20.9,0,1.9
7,12,1988,3,16.5,0.8,1.2
8,12,1988,7.5,13,1.8,1.1
9,12,1988,7.9,12,2,1.3
10,12,1988,7.7,16.2,0,1.5
11,12,1988,5.3,16.7,0,1.3
12,12,1988,8.1,17.6,0.4,1.3
13,12,1988,9,17.1,0,1.3
14,12,1988,7.4,18.1,0,1.3
15,12,1988,7,15.6,6,1.2
16,12,1988,6,11.1,0,1.2
17,12,1988,4,12,0,1.5
18,12,1988,3.2,14.2,0,1.2
19,12,1988,7,14.6,4.2,1.2
20,12,1988,6.8,13,0.1,0.9
21,12,1988,6.8,14,8.5,1
22,12,1988,7,14.4,15.3,0.9
23,12,1988,6.2,15.7,0,1.2
24,12,1988,6,16.3,0,1.3
25,12,1988,8.5,15.8,0,1.2
26,12,1988,8,16,0,1.2
27,12,1988,5.6,16.4,0.3,1.3
28,12,1988,7.6,16,0.4,1.1
29,12,1988,7.8,16.6,0,1.2
30,12,1988,8.5,16.5,0,1.3
31,12,1988,7,15.7,0.5,1.2
1,1,1989,9.8,14.1,0,1
2,1,1989,8.4,16.6,0,1.4
3,1,1989,8,16.1,0,1.3
4,1,1989,6.4,14,0,0.8
5,1,1989,8.1,14,0,1
6,1,1989,6.7,15,0.8,1.3
7,1,1989,6.6,16,0,1.6
8,1,1989,6.7,16.7,0,1.3
9,1,1989,6,18.9,0,1.6
10,1,1989,5.1,19.7,0,1.8
11,1,1989,5,20.1,0,1.9
12,1,1989,4.5,17,0,1.2
13,1,1989,5.8,16.4,0,1.1
14,1,1989,8.6,17.2,0,1.5
15,1,1989,7.9,15.4,0,1.3
16,1,1989,7,15.6,0,1.3
17,1,1989,1.4,17.4,0,1.2
18,1,1989,5,18.5,0,1.4
19,1,1989,4.1,18.6,0,1.5
20,1,1989,1.8,17,0,1.2
21,1,1989,6.8,19.5,3,1.7
22,1,1989,7.6,14.6,7.8,1.2
23,1,1989,4.6,14.2,4.7,1.1
24,1,1989,7.1,15,3.8,1.2
25,1,1989,8.2,15.5,0.3,1.4
26,1,1989,5,16,0,1.3
27,1,1989,3.3,16,0,1.3
28,1,1989,4,14,0,1
29,1,1989,5.2,15,0,1.3
30,1,1989,3.9,15.9,0,1.6
31,1,1989,4,15.3,0,1.5
1,2,1989,5,15.6,0,1.6
2,2,1989,0.6,15.7,0,1.5
3,2,1989,2.6,15.5,0,1.6
4,2,1989,-0.3,16.7,0,1.5
5,2,1989,4.8,18.7,0,2.2
6,2,1989,3.7,16.1,0,1.6
7,2,1989,2.8,15.7,0,1.5
8,2,1989,5.6,16.6,0,1.9
9,2,1989,3.9,17.3,0,1.9
10,2,1989,3,16.1,0.3,1.7
11,2,1989,5.5,14.5,0.4,1.3
12,2,1989,6,16.1,0.6,1.7
13,2,1989,5.6,16.7,16.2,1.9
14,2,1989,7,17,6.7,1.9
15,2,1989,6.3,12.5,0,1.4
16,2,1989,5.8,15.1,0,2
17,2,1989,5.1,19,0,2.6
18,2,1989,5.3,20.1,0,2.7
19,2,1989,4.2,18.2,0,2.2
20,2,1989,3.5,19.5,0,2.2
21,2,1989,5,20.1,0,2.3
22,2,1989,8.5,17.2,0,1.6
23,2,1989,8,19.1,0,2
24,2,1989,6.3,18.4,0.6,1.9
25,2,1989,11.6,19.4,1,2.6
26,2,1989,10.8,19.2,7.8,2.5
27,2,1989,9,16.3,1.8,2.3
28,2,1989,7.7,18.7,0,2.5
1,3,1989,9.5,23.2,0,3.2
2,3,1989,10.8,22,0,2.8
3,3,1989,8,23.7,0,3.3
4,3,1989,9.8,19.4,0,2.7
5,3,1989,5.6,19,0,2.6
6,3,1989,4,20,0,2.9
7,3,1989,4.6,16.9,0,2.3
8,3,1989,6.5,20,2.4,2.9
9,3,1989,9,16.1,6,2.3
10,3,1989,7.8,16.5,2,1.9
11,3,1989,10,18.4,0,2.4
12,3,1989,8.4,20.6,0,2.9
13,3,1989,8.7,25.4,0,3.8
14,3,1989,7.5,20,0,2.8
15,3,1989,9,19.3,0,3
16,3,1989,5.8,23.2,0,3.3
17,3,1989,9,28.2,0,4.3
18,3,1989,10.2,21.7,0,2.9
19,3,1989,13.5,20.9,2.8,2.6
20,3,1989,12.8,24,0,3.9
21,3,1989,9.2,17.9,2.3,2.7
22,3,1989,10,17.6,6.5,2.3
23,3,1989,10.6,19.7,0,2.9
24,3,1989,11.4,18,0,2.7
25,3,1989,11,19.2,0,3
26,3,1989,10.5,21.6,0,3.3
