day,month,year,mintp,mxntp,p,evp,,,,,,,,,
16,3,1984,9.36,13.94,16.09,1.3,,,,,,,,,
17,3,1984,8.79,16,6.07,2.4,,,,,,,,,
18,3,1984,7.15,18.53,0.4,2.8,,,,,,,,,
19,3,1984,8.28,18.64,0.06,2.8,,,,,,,,,
20,3,1984,8.45,18.89,0.03,2.4,,,,,,,,,
21,3,1984,10,19.81,0.04,2.6,,,,,,,,,
22,3,1984,10.4,16.97,2.38,2.6,,,,,,,,,
23,3,1984,9.92,17.26,0.07,2.4,,,,,,,,,
24,3,1984,8.34,16.76,0.23,2.6,,,,,,,,,
25,3,1984,8.87,18.11,0.13,3,,,,,,,,,
26,3,1984,8.48,22.02,0,4,,,,,,,,,
27,3,1984,10.27,20.64,0.43,3.8,,,,,,,,,
28,3,1984,10.27,19.36,1.06,3,,,,,,,,,
29,3,1984,10.6,23.43,0.66,4,,,,,,,,,
30,3,1984,11.43,19.49,0.36,3.3,,,,,,,,,
31,3,1984,9.59,19.43,0.05,3.8,,,,,,,,,
1,4,1984,10.71,20.24,0.13,3.3,,,,,,,,,
2,4,1984,11.6,20.94,1.78,3.6,,,,,,,,,
3,4,1984,9.91,17.9,1.5,3.1,,,,,,,,,
4,4,1984,10.16,17.17,0.79,3.2,,,,,,,,,
5,4,1984,9.29,17.77,0.56,3,,,,,,,,,
6,4,1984,10.41,15.79,5.71,2.3,,,,,,,,,
7,4,1984,10.17,17.86,3.46,3.3,,,,,,,,,
8,4,1984,10.12,17.78,0.02,3.3,,,,,,,,,
9,4,1984,10.22,18.55,0.01,3.5,,,,,,,,,
10,4,1984,9.16,20.04,0,3.8,,,,,,,,,
11,4,1984,10.77,18.08,2.73,3.3,,,,,,,,,
12,4,1984,12.89,21.06,0.32,3.8,,,,,,,,,
13,4,1984,10.28,19.92,0,3.6,,,,,,,,,
14,4,1984,9.68,19.86,0,3.7,,,,,,,,,
15,4,1984,9.31,19.43,0,3.2,,,,,,,,,
16,4,1984,11.21,19.73,0.62,3.1,,,,,,,,,
17,4,1984,12.03,17.53,4.8,1.6,,,,,,,,,
18,4,1984,11.86,18.11,1.36,3.4,,,,,,,,,
19,4,1984,11.81,17.8,1.88,2.9,,,,,,,,,
20,4,1984,10.65,19.1,0.65,3.2,,,,,,,,,
21,4,1984,8.92,19.65,0.01,3.5,,,,,,,,,
22,4,1984,9.38,20.1,0,3.3,,,,,,,,,
23,4,1984,9,21.8,0,4,,,,,,,,,
24,4,1984,9.56,22.66,0,4.4,,,,,,,,,
25,4,1984,10.62,23.6,0,4.2,,,,,,,,,
26,4,1984,11.4,23.22,0,3.9,,,,,,,,,
27,4,1984,10.92,19.85,0,3.7,,,,,,,,,
28,4,1984,9.85,24,0,4.2,,,,,,,,,
29,4,1984,11.21,27.14,0,4.7,,,,,,,,,
30,4,1984,14.22,29.13,0,5.8,,,,,,,,,
1,5,1984,14.5,25.6,0.09,4.2,,,,,,,,,
2,5,1984,13.12,24.52,0.5,3.9,,,,,,,,,
3,5,1984,13.22,27.09,0,5.6,,,,,,,,,
4,5,1984,14.13,26.6,0.01,5.6,,,,,,,,,
5,5,1984,13.57,21.52,0.2,3.8,,,,,,,,,
6,5,1984,11.22,24.45,0,5.2,,,,,,,,,
7,5,1984,13.17,29.26,0,5.5,,,,,,,,,
8,5,1984,15.76,30.21,0.02,6.6,,,,,,,,,
9,5,1984,15.08,27.21,0.05,4.3,,,,,,,,,
10,5,1984,15.8,25.79,2.54,5.5,,,,,,,,,
11,5,1984,14.55,21.35,0.69,3.8,,,,,,,,,
12,5,1984,12.73,21.47,0.04,4.7,,,,,,,,,
13,5,1984,11.45,23.69,2.76,5,,,,,,,,,
14,5,1984,11.82,22.12,0.18,3.9,,,,,,,,,
15,5,1984,13.01,22.47,0.17,4.1,,,,,,,,,
16,5,1984,14.23,22.73,0.12,4.6,,,,,,,,,
17,5,1984,12.18,25.28,0.1,5.6,,,,,,,,,
18,5,1984,13.95,26.36,0,5.7,,,,,,,,,
19,5,1984,13.82,26.37,0.01,5,,,,,,,,,
20,5,1984,14.43,25.92,0,4.8,,,,,,,,,
21,5,1984,15.18,25.61,0.44,5.1,,,,,,,,,
22,5,1984,12.2,27.05,0,5.8,,,,,,,,,
23,5,1984,13.71,28.26,0,6.6,,,,,,,,,
24,5,1984,13.91,22.95,0,4.9,,,,,,,,,
25,5,1984,12.6,24.02,0,5.1,,,,,,,,,
26,5,1984,13.09,25.9,0.32,5.9,,,,,,,,,
27,5,1984,13.27,27.81,0,5.9,,,,,,,,,
28,5,1984,15.51,31.03,0,6.4,,,,,,,,,
29,5,1984,14.22,24.11,0,4.3,,,,,,,,,
30,5,1984,12.78,25.48,0,5.6,,,,,,,,,
31,5,1984,15.26,25.53,0,5.4,,,,,,,,,
1,6,1984,15.03,26.63,0.14,5.6,,,,,,,,,
2,6,1984,14.54,26.08,0.12,6.1,,,,,,,,,
3,6,1984,15.12,32.67,0,6.1,,,,,,,,,
4,6,1984,16.81,29.77,0.61,5.5,,,,,,,,,
5,6,1984,14.68,28.59,0,5.6,,,,,,,,,
6,6,1984,15.94,31.03,0.57,7.1,,,,,,,,,
7,6,1984,15.92,25.27,2.42,3.9,,,,,,,,,
8,6,1984,14.77,25.16,0.05,5.1,,,,,,,,,
9,6,1984,13.74,27.16,0,5.4,,,,,,,,,
10,6,1984,15.9,25.98,0.05,5,,,,,,,,,
11,6,1984,14.68,25.78,0,4.4,,,,,,,,,
12,6,1984,15.19,27.17,0,5,,,,,,,,,
13,6,1984,16.01,26.23,0,5.5,,,,,,,,,
14,6,1984,14.82,26.59,0,5.3,,,,,,,,,
15,6,1984,16.87,28.29,0,5.5,,,,,,,,,
16,6,1984,16.25,29.2,0,5.7,,,,,,,,,
17,6,1984,17.21,29.3,0,6,,,,,,,,,
18,6,1984,18.45,32.19,0,6.8,,,,,,,,,
19,6,1984,20.27,33.35,0,7.2,,,,,,,,,
20,6,1984,19.42,32.12,0,6.6,,,,,,,,,
21,6,1984,19.86,33.09,0,6.7,,,,,,,,,
22,6,1984,21.7,35.29,0,7.4,,,,,,,,,
23,6,1984,20.81,31.02,0,6.5,,,,,,,,,
24,6,1984,18.77,30.89,0,6.6,,,,,,,,,
25,6,1984,18.22,30.89,0,7.1,,,,,,,,,
26,6,1984,18.22,29.71,0,6.6,,,,,,,,,
27,6,1984,17.04,29.82,0,5.4,,,,,,,,,
28,6,1984,17.51,30.54,0,5.7,,,,,,,,,
29,6,1984,19.33,33.27,0,7.2,,,,,,,,,
30,6,1984,20.86,34.45,0,6,,,,,,,,,
1,7,1984,20.61,32.54,0,5.3,,,,,,,,,
2,7,1984,19.37,35.51,0,7.1,,,,,,,,,
3,7,1984,21.94,39.7,0,8.9,,,,,,,,,
4,7,1984,21.51,32.24,0,6.9,,,,,,,,,
5,7,1984,19.83,31.41,0,6.6,,,,,,,,,
6,7,1984,19.7,29.65,0,6.1,,,,,,,,,
7,7,1984,18.06,31.12,0,5.3,,,,,,,,,
8,7,1984,18.99,32.74,0,5.9,,,,,,,,,
9,7,1984,20.8,31.82,0,5.6,,,,,,,,,
10,7,1984,19.52,32.99,0,6.6,,,,,,,,,
11,7,1984,21.26,34.64,0,7,,,,,,,,,
12,7,1984,20.36,33.61,0,7.6,,,,,,,,,
13,7,1984,19.93,34.29,0,7.7,,,,,,,,,
14,7,1984,21.21,36.29,0,7.4,,,,,,,,,
15,7,1984,21.8,35.29,0,6.5,,,,,,,,,
16,7,1984,20.76,33.97,0,7.3,,,,,,,,,
17,7,1984,20.96,34.11,0,7.1,,,,,,,,,
18,7,1984,20.47,29.95,0,6.1,,,,,,,,,
19,7,1984,19.64,30.02,0,5.7,,,,,,,,,
20,7,1984,19.06,32.65,0,6.4,,,,,,,,,
21,7,1984,21.09,32.52,0,5.8,,,,,,,,,
22,7,1984,21.45,34.67,0,6.8,,,,,,,,,
23,7,1984,21.97,35.63,0,7.2,,,,,,,,,
24,7,1984,22.53,36.76,0,7.5,,,,,,,,,
25,7,1984,23.95,37.49,0,7.8,,,,,,,,,
26,7,1984,25,40.51,0,8.6,,,,,,,,,
27,7,1984,24.41,38.98,0,7.9,,,,,,,,,
28,7,1984,22.1,31.62,0,6.5,,,,,,,,,
29,7,1984,21.06,30.53,0,5.9,,,,,,,,,
30,7,1984,19.93,30.49,0,5.5,,,,,,,,,
31,7,1984,20.75,31.96,0,6.1,,,,,,,,,
1,8,1984,21.4,32.94,0,6.6,,,,,,,,,
2,8,1984,21.05,35.08,0,6.4,,,,,,,,,
3,8,1984,20.83,30.74,0,6.1,,,,,,,,,
4,8,1984,19.52,33.4,0,5.9,,,,,,,,,
5,8,1984,21.21,34.53,0.09,5.9,,,,,,,,,
6,8,1984,23.01,35.51,0.09,6.2,,,,,,,,,
7,8,1984,22.94,34.65,1.7,6.1,,,,,,,,,
8,8,1984,21.97,30.62,0,5.6,,,,,,,,,
9,8,1984,20.27,33.7,0.4,5.2,,,,,,,,,
10,8,1984,21.22,29.7,0.28,5.4,,,,,,,,,
11,8,1984,20.16,30.65,1.3,5.8,,,,,,,,,
12,8,1984,23.2,33.38,2.49,6.2,,,,,,,,,
13,8,1984,22.18,34.56,0.01,5.5,,,,,,,,,
14,8,1984,22.42,32.71,1.06,4.7,,,,,,,,,
15,8,1984,21.28,31.33,1.17,5,,,,,,,,,
16,8,1984,20.42,32.09,0,6.1,,,,,,,,,
17,8,1984,20.14,32.73,0,5.4,,,,,,,,,
18,8,1984,22.03,32.54,0.7,5.5,,,,,,,,,
19,8,1984,21.64,30.36,0.1,4.6,,,,,,,,,
20,8,1984,20.52,29.85,0,4.7,,,,,,,,,
21,8,1984,21.27,31.49,0,5.4,,,,,,,,,
22,8,1984,21.9,32.08,0,4.8,,,,,,,,,
23,8,1984,22.14,32.55,0.01,4.7,,,,,,,,,
24,8,1984,22.45,34.19,0.02,4.9,,,,,,,,,
25,8,1984,23.4,33.54,0.26,5.1,,,,,,,,,
26,8,1984,21.81,31.92,0,5.6,,,,,,,,,
27,8,1984,20.76,31.92,0,6.1,,,,,,,,,
28,8,1984,21.41,29.77,2.26,4.5,,,,,,,,,
29,8,1984,21.46,27.92,0.65,4.9,,,,,,,,,
30,8,1984,21.45,28.89,0.2,4,,,,,,,,,
31,8,1984,20.07,29.36,0,4.7,,,,,,,,,
1,9,1984,19.77,29.99,0,4.5,,,,,,,,,
2,9,1984,19.26,30.63,0.04,5,,,,,,,,,
3,9,1984,19.7,30.48,0.13,4.7,,,,,,,,,
4,9,1984,19.78,30.33,0,4.5,,,,,,,,,
5,9,1984,19.93,32.23,0,5.1,,,,,,,,,
6,9,1984,21.4,35.85,0,5.9,,,,,,,,,
7,9,1984,21.14,34.05,0.04,4.4,,,,,,,,,
8,9,1984,20.61,30.69,0,4.3,,,,,,,,,
9,9,1984,21.18,35.47,0.35,5.5,,,,,,,,,
10,9,1984,21.28,29.49,0.1,4.5,,,,,,,,,
11,9,1984,19.74,29.74,0.01,4.9,,,,,,,,,
12,9,1984,20.26,28.44,0.14,4,,,,,,,,,
13,9,1984,17.9,28.28,0,4.6,,,,,,,,,
14,9,1984,18.73,31.64,0.29,4.5,,,,,,,,,
15,9,1984,21.41,28.52,0.79,4.1,,,,,,,,,
16,9,1984,21.36,30.9,1.21,4.4,,,,,,,,,
17,9,1984,20.02,28.28,1.07,4.2,,,,,,,,,
18,9,1984,19.06,27.16,0.1,4.5,,,,,,,,,
19,9,1984,19.11,29.33,1.63,5,,,,,,,,,
20,9,1984,17.32,22.83,14.55,3.5,,,,,,,,,
21,9,1984,17.26,23.62,3.91,3.7,,,,,,,,,
22,9,1984,17.58,28.48,0.04,4,,,,,,,,,
23,9,1984,17.96,29.59,0,4.5,,,,,,,,,
24,9,1984,17.29,31.33,0,4.6,,,,,,,,,
25,9,1984,18.7,30.7,0.45,4.4,,,,,,,,,
26,9,1984,17.83,24.69,0.05,3.9,,,,,,,,,
27,9,1984,15.52,24.74,0,4,,,,,,,,,
28,9,1984,15.48,28.66,0,4.4,,,,,,,,,
29,9,1984,17.47,29.01,0.03,4.5,,,,,,,,,
30,9,1984,20.69,28.47,1.11,3.3,,,,,,,,,
1,10,1984,20.07,24.29,0.72,3.3,,,,,,,,,
2,10,1984,18.42,28.05,0.05,4,,,,,,,,,
3,10,1984,17.33,27.94,0,4.2,,,,,,,,,
4,10,1984,19.17,27.6,0.14,4,,,,,,,,,
5,10,1984,18.19,32.98,0.01,5,,,,,,,,,
6,10,1984,19.08,29.61,0.89,4.3,,,,,,,,,
7,10,1984,16.69,24.48,0.44,3.9,,,,,,,,,
8,10,1984,15,21.91,0.56,3.1,,,,,,,,,
9,10,1984,14.46,21.49,2.05,2.6,,,,,,,,,
10,10,1984,14.77,19.68,14.15,2.2,,,,,,,,,
11,10,1984,17.27,23.66,26.19,2.5,,,,,,,,,
12,10,1984,14.44,25.11,0.09,3,,,,,,,,,
13,10,1984,14.8,22.7,1.87,3.6,,,,,,,,,
14,10,1984,15.63,20.9,3.7,2.2,,,,,,,,,
15,10,1984,15.28,22.15,3.94,2.2,,,,,,,,,
16,10,1984,15.41,24,0.75,2.2,,,,,,,,,
17,10,1984,14.77,23.93,0.91,2.4,,,,,,,,,
18,10,1984,14.71,23.7,0.36,2.3,,,,,,,,,
19,10,1984,15.61,23.79,0.37,2.2,,,,,,,,,
20,10,1984,16.16,21.58,2,2.4,,,,,,,,,
21,10,1984,14.45,26.28,0.16,2.9,,,,,,,,,
22,10,1984,17.05,22.2,2.6,2.4,,,,,,,,,
23,10,1984,15.2,22.5,0.29,2.3,,,,,,,,,
24,10,1984,13.93,21.88,0.19,2.2,,,,,,,,,
25,10,1984,14.22,23.02,0.01,2.3,,,,,,,,,
26,10,1984,14.7,23.45,0.96,2.2,,,,,,,,,
27,10,1984,15.6,27.5,0.11,3.3,,,,,,,,,
28,10,1984,14.85,26.35,1.6,2.4,,,,,,,,,
29,10,1984,15.94,21.7,8.2,1.9,,,,,,,,,
30,10,1984,15.35,21.28,3.11,1.7,,,,,,,,,
31,10,1984,16.62,21.43,5.86,1.9,,,,,,,,,
1,11,1984,15.45,21.01,4.69,2,,,,,,,,,
2,11,1984,14.27,21.84,0.96,1.9,,,,,,,,,
3,11,1984,14.6,21.62,0.06,1.8,,,,,,,,,
4,11,1984,12.93,21.97,0.03,2,,,,,,,,,
5,11,1984,13.19,22.32,0.07,2.3,,,,,,,,,
6,11,1984,12.55,25.66,0,2.9,,,,,,,,,
7,11,1984,14.81,22.86,0.05,2.5,,,,,,,,,
8,11,1984,13.51,24.5,0,2.3,,,,,,,,,
9,11,1984,13.72,26.98,0,3.1,,,,,,,,,
10,11,1984,14.44,25.49,0,3.4,,,,,,,,,
11,11,1984,16.9,23.07,0.11,2.1,,,,,,,,,
12,11,1984,14.81,20.9,2.48,2,,,,,,,,,
13,11,1984,13.92,22.3,0.32,2.3,,,,,,,,,
14,11,1984,11.88,20.3,0.65,2.2,,,,,,,,,
15,11,1984,13.05,20.44,1.6,1.6,,,,,,,,,
16,11,1984,11.76,19.1,1.88,2.2,,,,,,,,,
17,11,1984,12.06,20.41,0.02,2.4,,,,,,,,,
18,11,1984,12.75,22.71,0.23,2.4,,,,,,,,,
19,11,1984,14.21,22.78,0.72,3,,,,,,,,,
20,11,1984,14.04,20.93,1.6,2.3,,,,,,,,,
21,11,1984,12.82,18.25,2.99,1.3,,,,,,,,,
22,11,1984,12.43,17.92,0.62,1.3,,,,,,,,,
23,11,1984,12.91,19.25,0.49,1.4,,,,,,,,,
24,11,1984,12.09,21.85,0.01,2.1,,,,,,,,,
25,11,1984,11.24,23.23,0,2.5,,,,,,,,,
26,11,1984,11.29,23.5,0,2.1,,,,,,,,,
27,11,1984,13.12,21.16,0,1.9,,,,,,,,,
28,11,1984,11.52,18.37,0.18,1.8,,,,,,,,,
29,11,1984,12.52,18.89,0.06,1.6,,,,,,,,,
30,11,1984,13.84,20.69,0.46,1.3,,,,,,,,,
1,12,1984,14.62,18.51,10.85,1,,,,,,,,,
2,12,1984,10.72,21.09,0.27,1.5,,,,,,,,,
3,12,1984,12.2,18.03,3.33,1.4,,,,,,,,,
4,12,1984,11.18,14.81,4.97,1,,,,,,,,,
5,12,1984,12.78,16.43,6.67,0.8,,,,,,,,,
6,12,1984,12.27,16.18,1.93,1.2,,,,,,,,,
7,12,1984,11.54,17.47,1.12,1.3,,,,,,,,,
8,12,1984,10.9,18.22,0.59,1.1,,,,,,,,,
9,12,1984,11.36,18.04,0.14,1.1,,,,,,,,,
10,12,1984,10.12,18.04,0.06,1.1,,,,,,,,,
11,12,1984,8.72,16.91,0.14,1,,,,,,,,,
12,12,1984,9.8,17.41,0.35,1.3,,,,,,,,,
13,12,1984,7.81,18.48,0,1.4,,,,,,,,,
14,12,1984,9.44,17.48,0,1.1,,,,,,,,,
15,12,1984,9.11,17.36,0,1.4,,,,,,,,,
16,12,1984,10.19,18.18,0,1.3,,,,,,,,,
17,12,1984,8.71,18.27,0,1.8,,,,,,,,,
18,12,1984,9.6,19.27,0,1.7,,,,,,,,,
19,12,1984,8.23,18.78,0.05,1,,,,,,,,,
20,12,1984,10.34,15.71,0.64,1.3,,,,,,,,,
21,12,1984,8.75,14.9,0.59,1.1,,,,,,,,,
22,12,1984,8.38,15.87,0.54,1,,,,,,,,,
23,12,1984,11.3,15.54,9.1,0.8,,,,,,,,,
24,12,1984,10.74,14.01,9.5,1,,,,,,,,,
25,12,1984,9.53,14.07,1.81,1.1,,,,,,,,,
26,12,1984,9.44,12.67,5,0.8,,,,,,,,,
27,12,1984,7.51,13.51,1.13,1,,,,,,,,,
28,12,1984,6.46,11.55,2.55,1,,,,,,,,,
29,12,1984,6.96,11.46,3.92,0.8,,,,,,,,,
30,12,1984,9.98,12.44,12.52,0.9,,,,,,,,,
31,12,1984,10.83,14.51,15.96,1.1,,,,,,,,,
1,1,1985,8.07,13.95,1.63,0.5,,,,,,,,,
2,1,1985,8.43,12.89,5.02,0.9,,,,,,,,,
3,1,1985,6.9,11.27,1.68,1,,,,,,,,,
4,1,1985,6.67,12.88,0.2,0.7,,,,,,,,,
5,1,1985,5.59,16.17,0.03,1.1,,,,,,,,,
6,1,1985,6.06,13.6,2.71,1.3,,,,,,,,,
7,1,1985,6.78,11.32,8.39,1.1,,,,,,,,,
8,1,1985,6.99,11.83,6.76,1.1,,,,,,,,,
9,1,1985,5.78,8.07,1.07,1,,,,,,,,,
10,1,1985,5.01,10.14,0.83,0.8,,,,,,,,,
11,1,1985,4.77,10.82,0.58,1.1,,,,,,,,,
12,1,1985,4.44,10.82,0.27,1,,,,,,,,,
13,1,1985,4.31,12.13,1.21,1,,,,,,,,,
14,1,1985,4.2,12.17,0.71,1.2,,,,,,,,,
15,1,1985,6.01,12.85,1.08,1.3,,,,,,,,,
16,1,1985,5.53,10.86,0.86,1.2,,,,,,,,,
17,1,1985,6.11,11.79,1.06,0.8,,,,,,,,,
18,1,1985,3.95,12.36,0.53,1.3,,,,,,,,,
19,1,1985,7.69,13.18,1.27,1.2,,,,,,,,,
20,1,1985,5.7,16.59,0.08,1.3,,,,,,,,,
21,1,1985,8.23,20.16,0.03,1.3,,,,,,,,,
22,1,1985,8.07,21.11,0,1.6,,,,,,,,,
23,1,1985,7.88,19.83,0,2.1,,,,,,,,,
24,1,1985,9.8,18.12,0.04,2.4,,,,,,,,,
25,1,1985,8.26,14.61,0,2,,,,,,,,,
26,1,1985,7.52,16.91,0.15,1.1,,,,,,,,,
27,1,1985,10.34,13.49,5.12,1.8,,,,,,,,,
28,1,1985,10.01,15.06,0.37,1.2,,,,,,,,,
29,1,1985,10.35,12.55,5.97,1.5,,,,,,,,,
30,1,1985,9.3,14.33,0.24,1.2,,,,,,,,,
31,1,1985,8.88,15.36,0.56,1.5,,,,,,,,,
1,2,1985,9.2,16.03,0.11,1.4,,,,,,,,,
2,2,1985,10.77,17.31,0.1,1.5,,,,,,,,,
3,2,1985,9.69,18.35,0,2,,,,,,,,,
4,2,1985,10.98,16.1,0.1,2.5,,,,,,,,,
5,2,1985,9.92,19.07,0.9,2.4,,,,,,,,,
6,2,1985,7.61,19.48,0.37,1.8,,,,,,,,,
7,2,1985,8.56,19.31,0.37,2,,,,,,,,,
8,2,1985,10.13,20.3,0.44,2.2,,,,,,,,,
9,2,1985,10.66,18.79,0.39,2.4,,,,,,,,,
10,2,1985,10.74,19.52,0.45,2.3,,,,,,,,,
11,2,1985,11.36,19.31,5.59,2.4,,,,,,,,,
12,2,1985,11.76,16.97,5.49,2,,,,,,,,,
13,2,1985,12.49,15.99,14.46,2,,,,,,,,,
14,2,1985,9.19,18.63,0.01,1.8,,,,,,,,,
15,2,1985,9.59,21.3,0,2.3,,,,,,,,,
16,2,1985,9.87,22.94,0,3.1,,,,,,,,,
17,2,1985,11.53,24.78,0,2.7,,,,,,,,,
18,2,1985,11.14,19.79,0,3.3,,,,,,,,,
19,2,1985,10.34,17.71,0.03,2.4,,,,,,,,,
20,2,1985,8.66,14.39,1.83,2,,,,,,,,,
21,2,1985,7.95,15.48,1.64,1.7,,,,,,,,,
22,2,1985,11.79,15.6,10.37,1.5,,,,,,,,,
23,2,1985,7.33,12.78,5.76,1.3,,,,,,,,,
24,2,1985,5.83,13.89,0.05,1.8,,,,,,,,,
25,2,1985,5.84,16.17,0,2,,,,,,,,,
26,2,1985,8.02,16.32,0.01,1.9,,,,,,,,,
27,2,1985,7.25,18.16,0,1.8,,,,,,,,,
28,2,1985,8.68,18.86,0,2.4,,,,,,,,,
1,3,1985,7.8,18.5,0,2.2,,,,,,,,,
2,3,1985,9.1,21.2,0.32,2.1,,,,,,,,,
3,3,1985,7.99,17.51,0,2.5,,,,,,,,,
4,3,1985,7.99,18.91,0.01,2.7,,,,,,,,,
5,3,1985,8.9,17.37,0.3,2.5,,,,,,,,,
6,3,1985,11.84,14.57,1.5,2.1,,,,,,,,,
7,3,1985,9.23,15.53,4.96,1.5,,,,,,,,,
8,3,1985,6.78,15.81,12.38,2,,,,,,,,,
9,3,1985,8.18,16.18,0.95,2.1,,,,,,,,,
10,3,1985,8.39,16.77,1.77,2.3,,,,,,,,,
11,3,1985,9.7,15.5,3.12,2.2,,,,,,,,,
12,3,1985,8.6,13.93,8.82,2.1,,,,,,,,,
13,3,1985,7.16,14.96,3.15,2,,,,,,,,,
14,3,1985,7.49,12.85,3.74,2,,,,,,,,,
15,3,1985,7.12,15.44,0.66,1.8,,,,,,,,,
16,3,1985,7.14,16.78,0.09,2.3,,,,,,,,,
17,3,1985,6.76,17.84,0.21,2.9,,,,,,,,,
18,3,1985,7.43,12.74,1.54,2.8,,,,,,,,,
19,3,1985,7.14,14.58,0.67,2,,,,,,,,,
20,3,1985,9.41,18.3,2.68,2.5,,,,,,,,,
21,3,1985,6.89,16.5,1.16,2.6,,,,,,,,,
22,3,1985,8.79,17.73,0.42,2.9,,,,,,,,,
