day,month,year,mintp,mxntp,p,evp
11,10,2015,22.52,27.4,1.84,2.226864183
12,10,2015,21.89,25.84,0.91,2.181337188
13,10,2015,20.82,27.21,0.2,2.094992854
14,10,2015,20.93,27.16,0.62,2.233594389
15,10,2015,21.03,27.3,0.63,2.203782639
16,10,2015,21.39,28.53,0.11,2.859657639
17,10,2015,20.68,28.24,0.08,3.282390426
18,10,2015,21.99,28.78,2.19,2.576523617
19,10,2015,23.07,27.38,2.07,2.419756905
20,10,2015,22.89,27.93,10.3,1.787455524
21,10,2015,22.92,27.07,9.18,2.123599182
22,10,2015,22.15,28.27,1.53,2.052429592
23,10,2015,22.31,27.47,0.72,1.405207747
24,10,2015,23.27,27.9,0.94,1.289522048
25,10,2015,23.18,28.42,0.81,1.651938234
26,10,2015,22.39,27.46,0.14,1.402522315
27,10,2015,21.88,27.56,0.02,1.561881036
28,10,2015,21.83,27.99,0.39,2.024817144
29,10,2015,22.64,27.59,0.62,1.83946671
30,10,2015,21.95,27.75,0.26,1.818993423
31,10,2015,22.32,27.43,3.44,2.001594646
1,11,2015,22.2,27.15,3.51,1.483273811
2,11,2015,21.45,26.86,2.04,1.607999145
3,11,2015,21.3,27.78,0.87,2.286755227
4,11,2015,23.06,28.06,3.31,1.691657174
5,11,2015,22.88,28.2,0.61,1.579942143
6,11,2015,22.49,28.82,0.42,2.384918413
7,11,2015,22.47,29.01,0.13,2.17238475
8,11,2015,22.84,29.22,0.08,2.028189234
9,11,2015,23.42,29,0.56,1.787121066
10,11,2015,21.83,27.49,2.34,2.404830893
11,11,2015,20.92,27.76,0.5,2.226657063
12,11,2015,21.71,28.18,0.83,2.076420189
13,11,2015,22.56,28.05,0.61,1.829302232
14,11,2015,21.96,27.88,1.69,1.607163561
15,11,2015,22.88,27.06,1.93,1.622184728
16,11,2015,21.96,28.83,0.06,2.374894053
17,11,2015,22.53,29.16,0.08,2.49124071
18,11,2015,22.38,29.49,0.11,2.063902571
19,11,2015,23.19,28.43,1.51,1.55294645
20,11,2015,23.2,27.87,8.06,1.979816912
21,11,2015,22.83,27.85,3.9,2.099308442
22,11,2015,22.25,28.04,0.32,2.38802806
23,11,2015,22.22,28.29,0.48,2.099265127
24,11,2015,21.28,27.59,0.13,2.032898575
25,11,2015,20.65,26.19,1.67,1.850769749
26,11,2015,16.3,22.2,0.75,1.800115165
27,11,2015,15.11,21.23,0.07,2.135825831
28,11,2015,17.93,25.14,0.21,2.155633141
29,11,2015,20.32,26.46,0.41,1.489273189
30,11,2015,20.34,26.43,0.39,1.516654057
1,12,2015,19.46,26.65,0.29,1.51021091
2,12,2015,19.26,27.08,0.08,2.316053013
3,12,2015,19.31,25.33,0.63,1.955458565
4,12,2015,18.15,25.09,0.85,2.717141381
5,12,2015,18.87,26,3.51,1.855778173
6,12,2015,20.09,26.77,3.39,1.22046385
7,12,2015,19.19,24.08,2.12,1.433684292
8,12,2015,19.33,25.95,0.84,2.874833224
9,12,2015,19.7,26.09,11.83,1.968325118
10,12,2015,18.65,23.87,15.31,0.678808796
11,12,2015,18.03,24.93,2.59,1.733823406
12,12,2015,18.42,25.53,1.2,1.560910378
13,12,2015,19.57,26.62,1.72,1.901046788
14,12,2015,20.1,27.7,0.78,1.643263767
15,12,2015,18.55,25.89,0.42,1.679407408
16,12,2015,15.63,20.83,3.18,1.285701579
17,12,2015,13.69,17.56,1.62,1.541757154
18,12,2015,13.02,21,0.06,1.930664365
19,12,2015,15.75,23.45,0.09,2.548669618
20,12,2015,17.24,24.01,0.13,1.533250293
21,12,2015,19.64,25.69,0.55,2.056244158
22,12,2015,19.98,26.96,0.14,2.082204874
23,12,2015,20.37,27.1,0.05,1.618446546
24,12,2015,20.37,26.75,0.5,1.509239063
25,12,2015,18.8,26.11,0.68,1.278978855
26,12,2015,18.71,24.43,0.46,1.407759755
27,12,2015,18.68,24.93,0.62,1.766127184
28,12,2015,17.05,23.46,0.15,1.969494536
29,12,2015,15.94,23.41,0.07,2.069506604
30,12,2015,17.26,23.5,0.25,1.51860361
31,12,2015,17.07,23.79,0.63,2.175714246
1,1,2016,16.54,24.48,0.79,2.384493607
2,1,2016,16.54,24.48,0.79,2.384493607
3,1,2016,19.55,25.53,21.18,0.834590291
4,1,2016,20.15,24.92,26.95,0.456916767
5,1,2016,21.26,25.88,8.43,0.945337822
6,1,2016,21.9,26.53,2.36,1.446468909
7,1,2016,18.77,25.34,4.33,1.240558664
8,1,2016,18.31,23.35,2.87,1.285588116
9,1,2016,17.35,22.17,7.27,1.247067796
10,1,2016,17.03,22.63,0.37,1.792217782
11,1,2016,17.82,23.67,3.65,1.309293775
12,1,2016,19.13,23.62,4.01,0.961544771
13,1,2016,17.62,21.32,7.28,1.26874508
14,1,2016,16.43,20.48,6.58,0.655587945
15,1,2016,15.6,21.88,0.18,0.76875577
16,1,2016,17.08,22.99,4.53,0.44350446
17,1,2016,17.94,23.31,2.25,1.675948212
18,1,2016,18.15,25.11,8.85,1.141461125
19,1,2016,15.45,21.53,0.61,1.489031942
20,1,2016,15.34,21.5,2.57,1.352388179
21,1,2016,16.96,21.71,1.99,1.491066907
22,1,2016,17.82,22.83,3.99,1.114253295
23,1,2016,17.94,23.96,3.05,1.35686886
24,1,2016,12.64,18.47,12.58,0.560069178
25,1,2016,8.17,12.45,7.17,0.718175349
26,1,2016,7.86,14.01,0.88,0.912295872
27,1,2016,11.72,18.52,0.42,1.65432923
28,1,2016,15.18,21.38,0.88,1.397582401
29,1,2016,18.03,23.31,14.91,1.470793942
30,1,2016,18.74,24.13,19.22,0.689744798
31,1,2016,18.26,22.95,10.68,0.648600671
1,2,2016,17.15,23.73,0.35,2.343603826
2,2,2016,16.43,23.11,2.72,1.483710326
3,2,2016,15.4,19.16,1.95,0.999708486
4,2,2016,15.55,20.36,2.28,1.396087076
5,2,2016,16.16,21.65,6.66,1.367784632
6,2,2016,15.39,22.35,2.76,1.666539384
7,2,2016,11.65,18.1,0.34,1.232213385
8,2,2016,10.57,17.65,0.02,1.916964829
9,2,2016,9.7,18.78,0,2.202632265
10,2,2016,12.12,20.5,0.01,2.001281168
11,2,2016,15.13,21.93,1.08,1.510540565
12,2,2016,17.87,22.87,8.77,1.319963042
13,2,2016,19.06,25.06,3.92,1.729990438
14,2,2016,19.17,25.56,0.47,2.176589582
15,2,2016,17.52,25.05,1.46,2.127519895
16,2,2016,14.14,18.12,0.95,0.658461245
17,2,2016,13.79,17.24,0.86,0.572029031
18,2,2016,14.63,20.31,1.6,1.224648427
19,2,2016,16.13,21.89,1.23,1.484436087
20,2,2016,16.68,24.02,1.52,2.317224252
21,2,2016,15.94,21.22,1.02,1.241405451
22,2,2016,14.61,21.2,0.08,2.348787448
23,2,2016,16.55,23.76,0.95,1.763936216
24,2,2016,17.93,23.78,1.31,1.277469589
25,2,2016,15.62,20.61,0.43,1.236684932
26,2,2016,15.25,20.9,0.27,1.820920415
27,2,2016,16.75,21.24,0.98,1.827955106
28,2,2016,16.47,23.53,0.92,1.919520853
29,2,2016,17.17,24.08,0.91,1.934259128
1,3,2016,14.91,22.74,0.79,2.218319643
2,3,2016,13.53,21.24,0.06,2.463296623
3,3,2016,13.61,21.25,0.04,2.346679321
4,3,2016,14.44,22.73,0.26,1.601849888
5,3,2016,17.68,22.07,1.8,1.108748182
6,3,2016,18.88,25.24,2.6,1.53782958
7,3,2016,18.89,26.54,0.13,1.853298275
8,3,2016,19.64,24.66,0.48,1.593894488
9,3,2016,18.26,26.08,0.24,2.487689867
10,3,2016,19.1,26.1,5.01,2.099074249
11,3,2016,15.75,22.51,8.88,0.971421895
12,3,2016,15.03,18.92,16.68,0.844177489
13,3,2016,15.57,22.37,1.69,1.639776255
14,3,2016,17.88,24.94,8.86,0.945869667
15,3,2016,16.72,21.6,5.19,0.872600298
16,3,2016,16.12,19.6,4.85,0.924381174
17,3,2016,17.01,24.39,1.42,1.431716822
18,3,2016,19.94,25.14,1.52,1.75093243
19,3,2016,20.2,26.4,4.81,2.088237859
20,3,2016,20.47,27.24,1.26,2.267341506
21,3,2016,19.91,25.21,3.99,1.435260787
22,3,2016,18.89,23.92,8.52,1.540632831
23,3,2016,18.45,24.78,1.62,1.412463139
24,3,2016,19.74,24.92,11.91,1.276627484
25,3,2016,16.23,20.79,16.7,0.650200177
26,3,2016,14.81,18.5,12.83,0.561423784
27,3,2016,13.98,20.46,1.41,2.030193826
28,3,2016,13.93,20.83,0.32,2.278700241
29,3,2016,13.1,20.99,0.09,2.662643526
30,3,2016,14.38,22.82,0.01,2.34311672
31,3,2016,17.18,25.57,0.13,2.238712818
1,4,2016,20.17,26.32,1.89,1.765416933
2,4,2016,19.46,26.59,1.05,1.328960793
3,4,2016,20.4,26.78,0.27,2.133690989
4,4,2016,20.44,26.85,1.23,1.992098884
5,4,2016,20.08,26.09,0.06,2.053661988
6,4,2016,20.56,28.26,0.14,2.423129441
7,4,2016,20.78,28.62,0.61,3.255964094
8,4,2016,21.81,28.85,1.19,2.894224807
9,4,2016,21.58,29.37,0.5,2.962653385
10,4,2016,20.88,29.01,0.19,2.990793955
11,4,2016,21.23,27.97,7.99,2.327338471
12,4,2016,20.98,26.45,12.34,0.966498464
13,4,2016,21.93,27.29,9.68,2.321392159
14,4,2016,22.11,26.19,12.79,1.531812808
15,4,2016,22.16,27.93,24.32,1.227171451
16,4,2016,22.05,27.78,13.31,1.7920168
17,4,2016,21.01,28.02,0.26,2.864615584
18,4,2016,21.95,29.49,2.74,2.499669935
19,4,2016,21.94,28.21,2.83,2.371672614
20,4,2016,21.89,26.89,0.28,2.323787939
21,4,2016,22.13,28.39,2.18,2.787226376
22,4,2016,23.09,27.93,2.1,2.323366914
23,4,2016,22.71,29.11,1.15,2.815110882
24,4,2016,21.95,28.78,3.02,2.803136978
25,4,2016,22.72,28.59,5.05,1.463961922
26,4,2016,22.28,28.29,0.98,1.832192726
27,4,2016,21.89,29.6,1.36,2.82817175
28,4,2016,22.07,27.45,5.97,2.125000833
29,4,2016,21.88,28.47,14.2,1.523444851
30,4,2016,20.9,25.84,2.66,2.290316846
1,5,2016,20.11,27.3,3.3,2.263013036
2,5,2016,21.39,28.21,1.16,2.106316821
3,5,2016,23.17,29.03,1.93,2.507894266
4,5,2016,22.44,28.68,0.78,2.978027453
5,5,2016,23.51,28.89,0.98,2.314708861
6,5,2016,23.55,27.8,0.81,2.676378157
7,5,2016,23.34,29.34,0.79,3.079324194
8,5,2016,23.7,28.92,2.05,2.697849001
9,5,2016,23,29.79,1.62,3.163622577
10,5,2016,23.2,30.21,2.84,3.41642837
11,5,2016,23.75,29.53,7.35,2.896957389
12,5,2016,23,28.82,9.39,0.780054395
13,5,2016,22.05,29.5,0.85,1.89881782
14,5,2016,24.19,29.56,4.98,2.381067527
15,5,2016,23.64,30,4.11,2.953089902
16,5,2016,23.92,29.23,1.3,2.492058746
17,5,2016,22.81,28.61,4.56,1.84778701
18,5,2016,22.02,28,1.12,2.326284003
19,5,2016,22.87,28.94,0.9,2.534475616
20,5,2016,23.42,29.42,1.34,2.308736762
21,5,2016,23.61,28.98,1.35,2.02185791
22,5,2016,23.32,26.49,13.97,0.603380713
23,5,2016,22.89,27.7,15.3,1.640304819
24,5,2016,24.08,28.73,11.89,1.665578408
25,5,2016,23.78,29.04,8.3,1.970137698
26,5,2016,22.99,29.98,0.17,3.070325221
27,5,2016,23.96,30.26,1.06,2.744834859
28,5,2016,24.97,30.93,1.04,3.258205329
29,5,2016,24.41,30,1.33,2.982352579
30,5,2016,24.81,30.26,1.9,3.019421665
31,5,2016,24.95,30.89,1.17,2.828625135
1,6,2016,24.67,30.86,1.15,2.885144313
2,6,2016,24.78,30.8,1.28,3.490437311
3,6,2016,25.52,30.48,3.14,2.718643687
4,6,2016,25.28,30.44,1.68,3.349398441
5,6,2016,24.94,30.55,2.32,3.327959157
6,6,2016,24.53,29.44,3.98,2.223568113
7,6,2016,24.03,28.25,8.63,2.154925687
8,6,2016,24.14,29.03,5.99,2.366395338
9,6,2016,24.23,27.22,5.46,1.65201685
10,6,2016,24.34,28.09,7.66,1.365248951
11,6,2016,24.01,26.84,47.73,0.822624028
12,6,2016,24.62,26.64,85.75,0.986205688
13,6,2016,24.53,26.78,14.97,1.188181277
14,6,2016,24.78,26.77,34.17,0.850554965
15,6,2016,25.33,27.44,21.58,1.54135336
16,6,2016,25.04,28.15,7.41,1.902691433
17,6,2016,25.17,27.95,3.17,2.007247587
18,6,2016,24.39,29.9,1.22,2.876423772
19,6,2016,24.26,29.67,1.32,2.894191283
20,6,2016,24.13,29.26,4.73,2.770699113
21,6,2016,24.6,29.53,1.33,3.007897718
22,6,2016,24.82,28.65,0.35,2.349073877
23,6,2016,24.49,29.91,0.24,2.96750132
24,6,2016,24.63,29.94,0.33,2.896657121
25,6,2016,24.66,29.26,0.69,2.646312987
26,6,2016,25.26,29.81,0.94,2.604375002
27,6,2016,25.36,29.46,1.76,2.52204007
28,6,2016,24.61,30.53,2.87,3.342166825
29,6,2016,25.65,29.22,4.65,2.708252184
30,6,2016,25.13,30.52,1.49,3.326408846
1,7,2016,24.95,29.83,1.14,2.901473441
2,7,2016,24.61,29.53,2.28,2.731095372
3,7,2016,25.14,28.88,4.78,2.490220244
4,7,2016,24.9,29.65,5.19,2.625470271
5,7,2016,24.5,29.52,2.59,2.989983002
6,7,2016,24.36,30.33,4.2,2.082777757
7,7,2016,25.53,30.4,2.07,2.888354354
8,7,2016,25.1,29.79,11.04,1.93148969
9,7,2016,26.5,27.99,116.99,1.355299104
10,7,2016,25.16,28.22,25.82,1.812239209
11,7,2016,25.1,27.47,27.16,1.425521142
12,7,2016,24.82,26.43,23.76,1.177075305
13,7,2016,24.63,27.41,15.78,2.007812485
14,7,2016,24.3,28.57,2.46,2.300278774
15,7,2016,24.8,29.33,0.88,2.432713439
16,7,2016,25.14,29.36,0.44,2.646395141
17,7,2016,24.92,29.38,0.92,2.535625278
18,7,2016,25.11,29.63,1.36,2.478833925
19,7,2016,24.63,28.37,6.8,2.021853912
20,7,2016,24.39,28.83,6.55,2.139002651
21,7,2016,24.27,29.22,0.32,2.63142907
22,7,2016,23.82,30.48,0.19,3.070156846
23,7,2016,24.9,29.92,0.57,2.478023602
24,7,2016,25.06,30.28,0.41,2.716744887
25,7,2016,25.15,30.78,0.42,2.76601654
26,7,2016,25.14,30.57,0.52,2.506271215
27,7,2016,24.93,29.84,0.24,2.682920635
28,7,2016,25.29,29.63,0.48,2.618526429
29,7,2016,24.73,30.88,0.6,2.93754654
30,7,2016,25.29,31.04,0.8,2.540015447
31,7,2016,25.59,29.96,2.8,2.2511477
1,8,2016,25.59,31.42,13.13,3.566407992
