-BEGIN HEADER-,,,,,,,,,,,
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data ,,,,,,,,,,,
Dates (month/day/year): 04/01/2014 through 07/31/2016 ,,,,,,,,,,,
Location: Latitude  22.6439   Longitude 120.6 ,,,,,,,,,,,
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 369.24 meters   Site = na ,,,,,,,,,,,
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) ,,,,,,,,,,,
Value for missing model data cannot be computed or out of model availability range: -99 ,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) ,,,,,,,,,,,
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) ,,,,,,,,,,,
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) ,,,,,,,,,,,
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (MJ/m^2/day) ,,,,,,,,,,,
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,
T2MDEW MERRA2 1/2x1/2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) ,,,,,,,,,,,
WS2M MERRA2 1/2x1/2 Wind Speed at 2 Meters (m/s) ,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,
LAT,LON,YEAR,DOY,PRECTOT,WS2M,RH2M,T2MDEW,T2M_MAX,T2M_MIN,ALLSKY_SFC_SW_DWN,T2M
22.64391,120.60001,2014,270,1.43,1.23,83.65,23.33,29.23,24.25,19.36,26.34
22.64391,120.60001,2014,271,0.06,1.19,83.25,22.97,28.97,24.17,19.05,26.05
22.64391,120.60001,2014,272,0.02,1.17,81.49,22.75,29.32,23.99,19.97,26.2
22.64391,120.60001,2014,273,0.55,1.36,78.57,22.34,29.91,23.69,20.19,26.42
22.64391,120.60001,2014,274,0.39,1.72,81.54,22.47,29.32,23.7,18.93,25.92
22.64391,120.60001,2014,275,1.21,1.15,81.95,22.58,29.25,23.62,19.37,25.93
22.64391,120.60001,2014,276,0.15,1.26,79.8,21.59,28.35,23.28,16.78,25.36
22.64391,120.60001,2014,277,0.09,1.21,79.24,19.87,26.28,21.9,16.84,23.71
22.64391,120.60001,2014,278,0.18,1.7,76,19.25,27.09,21.43,17.64,23.77
22.64391,120.60001,2014,279,0.08,3.56,72.01,18.35,27.92,20.74,20.26,23.75
22.64391,120.60001,2014,280,0.02,2.98,72.7,17.9,26.82,19.74,19.82,23.13
22.64391,120.60001,2014,281,0.31,2.33,76.04,19.22,27.54,20.88,15.88,23.76
22.64391,120.60001,2014,282,0.55,2.02,79.42,20.49,28.19,20.98,19.49,24.36
22.64391,120.60001,2014,283,0.22,1.5,77.78,21.4,29.64,22.39,18.51,25.63
22.64391,120.60001,2014,284,0.26,1.4,76.74,21.05,29.34,22.66,18.92,25.5
22.64391,120.60001,2014,285,0.47,1.95,77.14,19.87,28.69,20.59,19.91,24.2
22.64391,120.60001,2014,286,0.31,2.07,76.23,19.33,26.56,21.6,17.16,23.8
22.64391,120.60001,2014,287,0.02,1.6,75.72,18.21,25.5,20.65,17.61,22.75
22.64391,120.60001,2014,288,0.01,2.03,72.4,17.12,25.97,20.09,17.36,22.35
22.64391,120.60001,2014,289,0.01,2.69,71.8,16.78,26.09,19.04,18.98,22.18
22.64391,120.60001,2014,290,0.5,2.6,72.08,17.34,26.99,18.9,19.86,22.74
22.64391,120.60001,2014,291,0.09,2.66,74.74,19.13,27.5,21.69,16.81,23.91
22.64391,120.60001,2014,292,0.46,2.29,75.95,19.72,28.39,20.73,14.81,24.3
22.64391,120.60001,2014,293,0.13,1.76,74.98,20.7,29.94,21.86,19.44,25.57
22.64391,120.60001,2014,294,0.26,1.21,75.03,21.23,29.8,23.84,18.04,26.07
22.64391,120.60001,2014,295,2.58,1.38,75.54,20.83,29.39,22.83,15.1,25.56
22.64391,120.60001,2014,296,0.04,2.51,76.98,19.57,26.86,21.84,14.4,23.87
22.64391,120.60001,2014,297,0.78,1.44,76.06,19.74,27.39,22.05,17.03,24.26
22.64391,120.60001,2014,298,0.13,1.9,77.45,20.29,27.69,22.52,16,24.52
22.64391,120.60001,2014,299,1.13,1.31,75.78,20.55,29.22,22.49,16.33,25.19
22.64391,120.60001,2014,300,0.86,3.22,76.05,20.32,28.61,22.3,16.1,24.9
22.64391,120.60001,2014,301,0.09,3.59,71.74,18.66,28.11,20.97,16.51,24.14
22.64391,120.60001,2014,302,0.01,2.77,72.46,19.12,28.44,21.67,15.32,24.42
22.64391,120.60001,2014,303,0.02,2.3,72.56,19.07,28.71,21.16,16.36,24.35
22.64391,120.60001,2014,304,0.01,1.33,74.44,19.58,28.67,21.6,16.96,24.45
22.64391,120.60001,2014,305,0.03,1.15,73.86,19.81,29.25,21.18,18.55,24.86
22.64391,120.60001,2014,306,0.14,1.79,74.53,20.26,29.4,22.35,17.82,25.15
22.64391,120.60001,2014,307,0.04,2.54,75.33,17.83,25.5,20.05,12.57,22.47
22.64391,120.60001,2014,308,0.15,1.37,73.76,17.01,25.61,19.53,13.33,21.94
22.64391,120.60001,2014,309,0.02,1.13,70.16,16.35,26,19.5,15.44,22.08
22.64391,120.60001,2014,310,0.05,1.3,68.14,16.49,27.58,18.89,13.27,22.75
22.64391,120.60001,2014,311,0.04,3.29,72.9,17.41,26.04,20.34,12.48,22.54
22.64391,120.60001,2014,312,0.01,2.01,72.47,17.62,27.03,20.16,14.1,22.86
22.64391,120.60001,2014,313,0.43,1.53,75.57,18.74,26.56,21.34,11.34,23.34
22.64391,120.60001,2014,314,0.12,1.93,72.8,18.23,27.22,21.15,16.88,23.43
22.64391,120.60001,2014,315,0.03,1.45,72.91,17.85,26.62,20.83,16.23,23
22.64391,120.60001,2014,316,0.63,1.91,75.33,18.1,26.13,20.58,13.7,22.73
22.64391,120.60001,2014,317,1.31,3.87,74.02,17.3,25.56,20.27,11.91,22.22
22.64391,120.60001,2014,318,2.5,3.86,77.28,17.47,24.86,19.92,11.3,21.68
22.64391,120.60001,2014,319,1.7,4.56,75.52,17.61,25.13,20.16,9.78,22.17
22.64391,120.60001,2014,320,1.08,2.28,75.72,18.35,27.09,20.11,8.38,22.95
22.64391,120.60001,2014,321,1.74,2.9,79.6,19.12,26.84,20.26,10.43,22.89
22.64391,120.60001,2014,322,0.16,3.93,73.87,16.17,24.08,19.21,11.05,21.07
22.64391,120.60001,2014,323,0.05,3.14,70.88,15.78,25.12,18.57,14.65,21.34
22.64391,120.60001,2014,324,0.03,2.33,69.05,16.38,26.38,19.67,15.5,22.41
22.64391,120.60001,2014,325,1.08,1.62,70.38,17.41,27.63,20.18,14.38,23.24
22.64391,120.60001,2014,326,0.1,2.25,72.28,18.43,28.2,21.1,16.21,23.81
22.64391,120.60001,2014,327,0.03,2.86,71.6,17.71,27.75,19.93,16.37,23.24
22.64391,120.60001,2014,328,0,1.74,69.33,17.09,28.25,19.6,16.49,23.17
22.64391,120.60001,2014,329,0.23,0.97,65.79,16.89,28.81,20.6,16.44,24
22.64391,120.60001,2014,330,0.67,2.08,71.74,18.53,28.55,20.72,13.17,24.1
22.64391,120.60001,2014,331,1.67,1.97,76.9,20.16,28.25,22.09,15.47,24.59
22.64391,120.60001,2014,332,2.87,2.78,76.8,20.03,27.66,22.31,13.86,24.43
22.64391,120.60001,2014,333,0.44,2.9,77.62,20.49,28.63,22.25,12.74,24.72
22.64391,120.60001,2014,334,0.07,1.6,75.38,19.7,28.96,21.61,14.81,24.46
22.64391,120.60001,2014,335,0.56,3.85,76.02,17.85,25.61,19.6,10.83,22.39
22.64391,120.60001,2014,336,1.46,4.03,74.04,14.92,21.81,17.84,4.87,19.72
22.64391,120.60001,2014,337,2.11,3.54,76.41,16.42,23.9,18.71,8.56,20.83
22.64391,120.60001,2014,338,4.79,3.18,82.52,16.67,22.15,16.94,4.49,19.85
22.64391,120.60001,2014,339,1.22,3.36,75.33,13.4,20.94,15.64,6.54,17.87
22.64391,120.60001,2014,340,0.02,4.51,68.05,11.67,21.94,14.37,12.19,17.77
22.64391,120.60001,2014,341,0.05,3.59,65.03,11.98,23.38,15.18,14.13,18.84
22.64391,120.60001,2014,342,0.19,3.7,67.87,14.29,25.01,17.29,13.29,20.58
22.64391,120.60001,2014,343,1.2,4.99,74.85,16.33,24.02,19.07,6.21,21.04
22.64391,120.60001,2014,344,0.83,2.07,79.05,17.78,24.54,19.56,9.03,21.61
22.64391,120.60001,2014,345,0.88,2.49,76.91,17.76,25.86,19.35,7.92,22.06
22.64391,120.60001,2014,346,0.61,3.19,77.06,14.42,20.94,16.11,6.18,18.61
22.64391,120.60001,2014,347,0.3,3.15,72.48,12.33,20.18,15.37,8.72,17.39
22.64391,120.60001,2014,348,0.4,3.46,72.24,13.13,21.52,15.67,10.2,18.32
22.64391,120.60001,2014,349,0.06,1.46,72.15,14.93,24.32,17.26,11.7,20.17
22.64391,120.60001,2014,350,0.03,3.2,71.47,13.76,23.38,15.17,12.64,19.21
22.64391,120.60001,2014,351,0.02,3.51,69.81,9.49,17.44,13.05,9.82,15.08
22.64391,120.60001,2014,352,0.03,4.08,69.89,10.24,18.98,13.12,11.69,15.88
22.64391,120.60001,2014,353,1.54,2.14,79.05,13.85,19.53,16.08,4.42,17.61
22.64391,120.60001,2014,354,0.86,3.11,79.77,13.99,19.59,15.93,7.98,17.62
22.64391,120.60001,2014,355,0.42,2.96,74.36,12.89,20.78,15.46,10.15,17.58
22.64391,120.60001,2014,356,0.04,4.19,69.18,10.65,20.33,14.25,13.11,16.45
22.64391,120.60001,2014,357,0.1,3.43,70.42,12.45,21.81,14.42,9.22,18.07
22.64391,120.60001,2014,358,0.06,2.26,72.77,15.42,25.11,17.31,11.86,20.61
22.64391,120.60001,2014,359,3.93,3.61,81.14,15.39,20.07,17.15,3.44,18.75
22.64391,120.60001,2014,360,0.94,4.27,77.92,14.5,20.71,17.11,7.56,18.48
22.64391,120.60001,2014,361,1.36,3.63,77.59,14.68,21.78,16.73,8.1,18.77
22.64391,120.60001,2014,362,1.06,2.15,79.69,14.89,21.72,16.26,9.94,18.54
22.64391,120.60001,2014,363,0.27,2.35,72.57,11.88,20.53,14.57,11.82,17
22.64391,120.60001,2014,364,0,2.01,63.32,9.83,21.68,13.28,14.52,17.02
22.64391,120.60001,2014,365,0.02,2.4,61.88,10.46,23.49,14.69,15.04,18.1
22.64391,120.60001,2015,1,0.18,4.41,68.39,10.15,19.74,12.82,11.65,16.08
22.64391,120.60001,2015,2,0.41,3.51,69.64,9.85,19.51,12.68,12.65,15.52
22.64391,120.60001,2015,3,0.07,2.48,68.69,10.68,20.66,13.45,14.56,16.57
22.64391,120.60001,2015,4,0.11,1.6,67.66,12.12,23.01,14.86,15.11,18.38
22.64391,120.60001,2015,5,0.26,2.11,72.38,14.92,24.64,16.86,15.01,20.15
22.64391,120.60001,2015,6,0.29,0.95,70.6,15.51,26.26,17.61,11.91,21.29
22.64391,120.60001,2015,7,1.64,2.19,75.54,15.59,23.99,17.26,8.17,20.14
22.64391,120.60001,2015,8,0.31,3.16,73.9,11.85,18.86,14.11,6.72,16.62
22.64391,120.60001,2015,9,0.03,3.48,67.35,10.03,20.62,13.14,12.29,16.26
22.64391,120.60001,2015,10,0.12,3.54,67.47,11.07,20.76,14.52,12.87,17.26
22.64391,120.60001,2015,11,1.27,3.77,70.13,12.68,21.58,15.89,14.22,18.33
22.64391,120.60001,2015,12,0.55,6.2,67.5,11.94,21.24,16.26,12.09,18.15
22.64391,120.60001,2015,13,4.5,5.43,72.9,14.45,22.98,16.87,10.92,19.54
22.64391,120.60001,2015,14,7.7,2.2,77.45,15.47,24.72,17.15,13.21,19.59
22.64391,120.60001,2015,15,0.17,2.03,70.95,13.2,22.91,15.87,12.04,18.62
22.64391,120.60001,2015,16,0.17,1.97,67.49,11.8,22.35,15.32,14.33,18.01
22.64391,120.60001,2015,17,0.15,4.19,67.16,11.02,20.64,14.61,13.74,17.28
22.64391,120.60001,2015,18,0.09,2.79,68.99,11.45,21.46,14.14,14.33,17.33
22.64391,120.60001,2015,19,0.18,3.88,67.56,12.04,22.17,15.48,7.66,18.23
22.64391,120.60001,2015,20,1.98,2.04,76.73,13.53,20.4,15.89,9.88,17.74
22.64391,120.60001,2015,21,1.06,1.9,69.74,13.02,22.95,15.9,12.96,18.87
22.64391,120.60001,2015,22,0.14,2.24,62.22,9.01,21.98,13.74,15.37,17.01
22.64391,120.60001,2015,23,0.01,2.54,62.61,8.47,20.99,12.5,16.05,16.02
22.64391,120.60001,2015,24,0,4.21,65.75,10.08,22.27,12.62,17.24,16.83
22.64391,120.60001,2015,25,0.47,3.4,72.04,13.27,21.29,16.16,14.93,18.56
22.64391,120.60001,2015,26,1.44,1.76,76.13,15.27,23.25,17.08,10.87,19.67
22.64391,120.60001,2015,27,0.99,1.33,76.92,15.49,23.37,17.53,10.17,19.7
22.64391,120.60001,2015,28,0.58,3.02,72.68,13.45,22,15.73,10.54,18.53
22.64391,120.60001,2015,29,0.46,1.65,71.73,14.02,24.23,16.08,16.31,19.36
22.64391,120.60001,2015,30,0.83,1.75,76.48,14.5,22.66,16.33,14.52,18.79
22.64391,120.60001,2015,31,0.14,3.36,71.75,12.63,21.1,15.86,14.51,17.87
22.64391,120.60001,2015,32,0.21,3.24,69.27,12.25,21.38,15.93,14.27,18.04
22.64391,120.60001,2015,33,0.28,1.6,68.92,12.71,22.21,15.62,15.02,18.6
22.64391,120.60001,2015,34,0.51,0.7,71.76,13.44,22.42,16.45,14.3,18.69
22.64391,120.60001,2015,35,1.98,1.87,75.02,13.47,21.56,15.83,13.82,18.04
22.64391,120.60001,2015,36,0.27,2.71,73.81,11.2,18.28,14.23,12.37,15.99
22.64391,120.60001,2015,37,0.16,2.13,70.8,10.48,19.29,13.28,9.62,15.88
22.64391,120.60001,2015,38,0.44,1.41,69.94,11.86,22.1,14.32,14.66,17.54
22.64391,120.60001,2015,39,0.28,2.87,68.66,11.17,21.12,14.19,9.03,17.17
22.64391,120.60001,2015,40,0.17,2.53,68.4,9.41,18.21,13.42,10.52,15.33
22.64391,120.60001,2015,41,0.07,1.51,64.83,9.23,19.83,13.2,17.59,15.99
22.64391,120.60001,2015,42,0.01,2.1,59.26,8.96,22.77,12.9,18.08,17.18
22.64391,120.60001,2015,43,0.04,2.86,57.89,8.95,23.13,13.51,17.17,17.75
22.64391,120.60001,2015,44,0,2.93,57.96,9.36,23.05,14.25,18.38,18.09
22.64391,120.60001,2015,45,0.34,4.18,65.84,12.16,23.11,15.22,14.49,18.88
22.64391,120.60001,2015,46,3.75,3.02,76.67,16.57,24.37,18.19,12.51,20.94
22.64391,120.60001,2015,47,3.56,2.13,76.67,17.7,26.78,19.33,16.45,22.07
22.64391,120.60001,2015,48,0.58,1.77,70.3,15.48,24.86,18.77,11.11,21.21
22.64391,120.60001,2015,49,0.36,3.15,66.22,13.81,25.22,17.23,16.95,20.4
22.64391,120.60001,2015,50,0.56,3.67,67.63,13.27,23.11,16.9,15.83,19.47
22.64391,120.60001,2015,51,0.72,3.32,69.92,13.84,23.66,16.59,16.69,19.53
22.64391,120.60001,2015,52,4.43,3.86,73.46,15.19,24.01,17.02,8.05,20.19
22.64391,120.60001,2015,53,7.51,2.02,80.22,18.06,25.93,18.9,16.72,21.71
22.64391,120.60001,2015,54,1.78,1.26,74.23,17.36,26.45,19.33,15.68,22.23
22.64391,120.60001,2015,55,1.23,1.78,72.6,17.08,27.21,18.76,18.57,22.34
22.64391,120.60001,2015,56,2.67,1.96,75.8,18.04,26.69,20.04,19.27,22.59
22.64391,120.60001,2015,57,0.06,1.4,70.42,17.15,28.62,19.04,19.93,23.07
22.64391,120.60001,2015,58,0.25,1.68,72.96,18.03,27.91,20.25,18.01,23.27
22.64391,120.60001,2015,59,0.08,1.93,71.79,17.6,27.46,20.39,17.42,23.03
22.64391,120.60001,2015,60,0.45,1.48,70.45,15.91,26.81,17.9,14.03,21.62
22.64391,120.60001,2015,61,0.32,1.87,72.98,14.88,23.08,17.34,14.72,19.93
22.64391,120.60001,2015,62,0.47,2.36,71.08,16.78,26.76,18.75,17.65,22.41
22.64391,120.60001,2015,63,0.78,1.78,69.63,16.39,26.35,19.51,14.33,22.31
22.64391,120.60001,2015,64,0.19,2.09,69.01,15.96,26.82,18.63,18.54,21.97
22.64391,120.60001,2015,65,0.17,1.19,68.05,16.19,26.22,19.84,15.53,22.47
22.64391,120.60001,2015,66,0.96,1.37,73.57,17.17,25.64,19.63,17.15,22.18
22.64391,120.60001,2015,67,1.12,2.42,72.21,17.41,27.5,19.2,18.36,22.75
22.64391,120.60001,2015,68,1.3,2.88,67.04,15.95,28.19,19.11,17.57,22.49
22.64391,120.60001,2015,69,2.06,4.69,70.59,13.17,20.79,17.2,5.83,18.68
22.64391,120.60001,2015,70,1.86,1.96,72.95,13.75,21.41,16.55,10.34,18.76
22.64391,120.60001,2015,71,3.98,1.58,73.25,14.88,24.24,16.76,7.49,19.87
22.64391,120.60001,2015,72,0.25,1.13,69.55,15.22,25.26,17.91,19.62,21.07
22.64391,120.60001,2015,73,0.16,1.89,66.34,15.88,27.63,18.78,20.45,22.6
22.64391,120.60001,2015,74,3.44,3.64,75.82,18.26,27.18,19.66,19.84,22.84
22.64391,120.60001,2015,75,2.41,3.11,78.71,19.2,27.18,20.19,8.88,23.17
22.64391,120.60001,2015,76,0.2,3.06,71.99,17.87,28.13,19.71,18.89,23.27
22.64391,120.60001,2015,77,0,2.8,67.58,15.97,27.69,18.25,21.5,22.53
22.64391,120.60001,2015,78,0.01,1.84,63.13,16.66,31.13,19.32,21.51,24.39
22.64391,120.60001,2015,79,0.06,1.25,68.02,18.04,29.7,20.94,19.17,24.44
22.64391,120.60001,2015,80,0.03,1.01,66.71,17.48,29.15,19.97,16.05,24.09
22.64391,120.60001,2015,81,1.13,1.98,71.11,17.78,27.51,20.94,13.13,23.36
22.64391,120.60001,2015,82,3.08,3.22,69.14,16.41,26.44,20.1,14.15,22.41
22.64391,120.60001,2015,83,1.71,4.92,69.51,15.51,24.73,19.27,17.28,21.38
22.64391,120.60001,2015,84,5.22,4.83,73.55,15.62,23.23,19,11.85,20.55
22.64391,120.60001,2015,85,3.17,3.95,73.41,16.19,24.43,18.36,13.27,21.18
22.64391,120.60001,2015,86,3.63,1.45,75.31,17.49,25.69,19.25,16.33,22.1
22.64391,120.60001,2015,87,1.37,1.54,71.94,16.9,25.38,19.89,12.54,22.25
22.64391,120.60001,2015,88,0.06,1.88,66.14,16.29,28.13,18.84,19.32,23.04
22.64391,120.60001,2015,89,0.67,3.66,72.76,18.32,27.92,19.75,18.6,23.58
22.64391,120.60001,2015,90,0.27,3.19,77.25,19.3,26.37,21.32,18.75,23.6
22.64391,120.60001,2015,91,0.37,2.3,66.89,18.15,30.41,21.01,22.03,25.05
22.64391,120.60001,2015,92,0.1,3.19,64.81,17.94,30.32,21.21,21.57,25.3
22.64391,120.60001,2015,93,0.06,2.75,62.8,17.49,30.81,21.26,22.95,25.51
22.64391,120.60001,2015,94,0.05,2.7,57.59,16.01,31.45,21.37,21.91,25.87
22.64391,120.60001,2015,95,1.77,4.29,64.36,19.15,31.47,22.38,22.64,26.69
22.64391,120.60001,2015,96,18.72,3.24,76.66,21.06,28.64,23.22,7.86,25.56
22.64391,120.60001,2015,97,7.37,2.47,76.79,20.59,28.9,22.07,16.37,25.01
22.64391,120.60001,2015,98,1.47,2.7,70.14,16.92,27.17,19.56,15.54,22.76
22.64391,120.60001,2015,99,0.39,2,67.68,16.12,27.46,18.18,20.99,22.49
22.64391,120.60001,2015,100,2.8,1.39,72.6,17.99,27.38,20.14,15.76,23.24
22.64391,120.60001,2015,101,9.4,2.26,75.51,17.49,25.43,19.99,8.67,22.05
22.64391,120.60001,2015,102,3.6,1.91,73.27,17.34,26.45,19.68,18.72,22.41
22.64391,120.60001,2015,103,1.61,1.82,67.05,15.06,25.56,17.9,17.23,21.55
22.64391,120.60001,2015,104,0.15,2.53,48.25,7.3,25.19,15.13,24.04,19.8
22.64391,120.60001,2015,105,0.13,3.06,65.02,14.42,26.28,17.17,21.03,21.41
22.64391,120.60001,2015,106,0.03,2.15,61.85,15.13,28.35,18.43,23.79,23.07
22.64391,120.60001,2015,107,2.07,2.41,65.04,17.02,29.67,19.94,23.24,24.54
22.64391,120.60001,2015,108,10.15,3.69,83.37,21.43,26.76,22.61,20.73,24.49
22.64391,120.60001,2015,109,0.92,3.28,77.11,20.7,29.29,22.44,22.1,25.11
22.64391,120.60001,2015,110,1.04,3.88,76.59,20.44,28.67,22.37,21.45,24.91
22.64391,120.60001,2015,111,5.37,1.65,81.96,20.51,26.06,22.13,3.75,23.81
22.64391,120.60001,2015,112,2.72,1.63,74.73,19.22,28.14,21.31,16.49,24.03
22.64391,120.60001,2015,113,0.34,1.62,67.57,17.79,28.98,20.81,20.63,24.27
22.64391,120.60001,2015,114,0.69,1.03,72.31,19.28,28.28,22.09,19.73,24.63
22.64391,120.60001,2015,115,2.33,1.42,73.02,19.54,28.67,21.83,18.84,24.73
22.64391,120.60001,2015,116,1.2,1.89,70.51,19.12,28.79,22.11,17.89,24.9
22.64391,120.60001,2015,117,0.68,1.91,70.13,19.45,29.61,21.81,20.82,25.34
22.64391,120.60001,2015,118,2.28,2.92,75.98,20.74,28.79,22.69,20.55,25.33
22.64391,120.60001,2015,119,0.95,3.03,74.89,20.29,29.31,22.51,21.23,25.17
22.64391,120.60001,2015,120,2.13,1.13,73.17,20.47,29.77,22.93,20.32,25.73
22.64391,120.60001,2015,121,2.61,1.87,73.18,20.71,30.09,22.94,18.27,25.95
22.64391,120.60001,2015,122,0.34,3.07,71.57,20.51,30.27,22.78,22.9,26.14
22.64391,120.60001,2015,123,0.48,3.66,73.58,21.06,30.65,22.84,23.75,26.21
22.64391,120.60001,2015,124,4.11,1.53,73.28,21.18,31.11,23.62,18.41,26.41
22.64391,120.60001,2015,125,4.26,1.6,74.56,20.7,28.83,22.98,12.91,25.59
22.64391,120.60001,2015,126,1.05,2.52,69.52,20.3,30.84,23.28,22.61,26.46
22.64391,120.60001,2015,127,0.59,2.27,70.27,20.2,29.72,22.58,21.07,26.19
22.64391,120.60001,2015,128,0.43,2.66,74.11,21.73,30.07,24.39,21.4,26.76
22.64391,120.60001,2015,129,0.17,2.73,68.46,20.9,32.18,23.55,23.52,27.32
22.64391,120.60001,2015,130,11,1.76,67.35,20.78,31.89,24.37,19.99,27.53
22.64391,120.60001,2015,131,53.04,3.57,75.55,21.69,30.28,23.74,10.52,26.43
22.64391,120.60001,2015,132,16.61,2.05,79.1,21.81,29.27,23.07,12.48,25.78
22.64391,120.60001,2015,133,2.36,2.55,75.54,21.51,30.14,23.22,21.48,26.23
22.64391,120.60001,2015,134,0.37,3.3,72.97,21.21,30.8,22.78,24.26,26.55
22.64391,120.60001,2015,135,0.93,2.81,76.3,21.61,29.9,23.55,25.33,26.24
22.64391,120.60001,2015,136,0.07,2.6,71.02,20.54,31.19,22.43,25.31,26.39
22.64391,120.60001,2015,137,0.01,2.09,66.64,19.2,30.62,22.9,25.8,26.16
22.64391,120.60001,2015,138,0.09,3.06,68.47,19.72,30.68,22.09,25.34,26.17
22.64391,120.60001,2015,139,1.46,3.91,76.04,21.98,30.3,23.26,23.46,26.6
22.64391,120.60001,2015,140,17.59,3.72,80.08,22.64,28.99,24.83,18.56,26.38
22.64391,120.60001,2015,141,28.68,3.19,84.61,21.95,26.58,23.32,3.99,24.76
22.64391,120.60001,2015,142,20.37,4.24,85.25,22.67,28.15,23.35,4.25,25.37
22.64391,120.60001,2015,143,29.07,4.19,89.87,22.89,25.89,23.92,4.42,24.69
22.64391,120.60001,2015,144,39.95,4.51,91.63,23.35,25.95,24.07,3.58,24.84
22.64391,120.60001,2015,145,78.47,4.08,91.9,23.59,26.29,23.88,5.04,25.03
22.64391,120.60001,2015,146,32.41,2.62,89.31,22.45,25.69,23.23,3.61,24.34
22.64391,120.60001,2015,147,4.55,2.46,86.73,22.43,26.87,22.63,15.21,24.84
22.64391,120.60001,2015,148,13.97,3.29,89.06,23.59,27.2,24.23,17.5,25.59
22.64391,120.60001,2015,149,17.68,3.21,90.3,24.26,27.78,24.79,19.77,26.03
22.64391,120.60001,2015,150,8.87,3.74,88.38,24.08,28.18,24.51,21,26.19
22.64391,120.60001,2015,151,7.21,2.54,87.31,23.53,28.02,24.52,16.4,25.86
22.64391,120.60001,2015,152,0.58,1.76,81.57,22.72,29.01,24.17,23.76,26.21
22.64391,120.60001,2015,153,0.96,2.45,83.43,23.21,29.29,23.67,25.16,26.3
22.64391,120.60001,2015,154,0.82,2.71,83.11,23.35,28.99,24.14,24.38,26.5
22.64391,120.60001,2015,155,0.82,2.11,82.76,23.27,29.43,24.29,23.87,26.48
22.64391,120.60001,2015,156,0.35,2.76,83.33,23.16,29.21,23.5,23.44,26.29
22.64391,120.60001,2015,157,0.92,1.96,82.31,23.32,29.34,24.69,16.22,26.63
22.64391,120.60001,2015,158,0.25,1.95,77.1,22.37,30.02,23.97,25.29,26.77
22.64391,120.60001,2015,159,0.01,2.12,75.85,21.8,30.02,23.22,25.18,26.5
22.64391,120.60001,2015,160,0.24,2.71,81.51,23.4,30.22,23.73,25,26.91
22.64391,120.60001,2015,161,0.57,2.73,84.13,24.2,29.64,25.06,25.86,27.16
22.64391,120.60001,2015,162,1.18,3.07,82.48,23.68,29.75,25.06,25.56,27.01
22.64391,120.60001,2015,163,2.15,1.92,71.76,21.95,30.86,24.67,24.74,27.62
22.64391,120.60001,2015,164,1.04,2.41,78.26,23.15,30.43,24.45,25.53,27.36
22.64391,120.60001,2015,165,0.69,2.86,78.91,23.14,30.29,24.57,24.2,27.16
22.64391,120.60001,2015,166,0.14,2.55,76.25,22.76,30.86,24.57,25.3,27.37
22.64391,120.60001,2015,167,0.03,2.48,76.49,22.63,30.74,24.34,24.62,27.2
22.64391,120.60001,2015,168,0.1,2.62,78.98,23.16,30.76,24,26.03,27.23
22.64391,120.60001,2015,169,0.1,3.1,77.79,23.2,31.08,24.38,25.38,27.5
22.64391,120.60001,2015,170,0.7,2.41,77.1,23.21,30.95,25.31,25.38,27.66
22.64391,120.60001,2015,171,0.45,2.06,76.43,23.24,31.36,24.76,24.68,27.86
22.64391,120.60001,2015,172,3.13,3.39,75.75,23.23,31.65,25.09,24.91,27.97
22.64391,120.60001,2015,173,6.38,3.92,77.49,23.11,30.66,25.22,19.47,27.46
22.64391,120.60001,2015,174,29.84,3.57,86.6,24.11,28.35,25.27,15.49,26.58
22.64391,120.60001,2015,175,8.16,3.14,85,24.11,28.97,25.13,22.86,26.89
22.64391,120.60001,2015,176,2.87,3.43,84.71,24.33,29.39,25.09,23.36,27.17
22.64391,120.60001,2015,177,0.98,3.48,84.3,24.47,29.62,25.63,23.98,27.4
22.64391,120.60001,2015,178,0.98,3.66,83.6,24.45,29.78,25.57,25.69,27.51
22.64391,120.60001,2015,179,0.42,3.39,83.47,23.93,28.94,24.97,23.09,27.02
22.64391,120.60001,2015,180,0.28,3.25,81.69,23.73,29.97,24.5,22.75,27.21
22.64391,120.60001,2015,181,0.8,4.26,81.72,24.36,30.65,25.55,22.35,27.81
22.64391,120.60001,2015,182,1.52,4.6,81.84,24.55,30.7,25.86,17.71,27.97
22.64391,120.60001,2015,183,1.52,4.03,80.9,24.22,30.66,25.87,23.18,27.83
22.64391,120.60001,2015,184,0.21,2.72,77.83,23.78,31.25,25.2,24.33,28.07
